"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_gamma","Variance_epsilon","Variance_total_marginal","Variance_total_conditional"
"Run: 33 Cov: none",33,0,0.121867364177264,0.255118288403565,0.36495193746871,0.126842077593324,0.125864274904813,0.741937590049539,0.868779667642863
"Run: 33 Cov: low",33,0.1,0.106325006018786,0.211881722204796,0.323331054054334,0.131877288480517,0.102987211839302,0.641537782277916,0.773415070758434
"Run: 33 Cov: medium",33,0.5,0.0715950289211901,0.152696821846574,0.219589755260612,0.0674570720101043,0.0749553258785539,0.443881606028376,0.51133867803848
"Run: 33 Cov: high",33,0.9,0.0553565890932409,0.114437047294081,0.161278785030986,0.0595589040558423,0.0539735613790777,0.331072421418308,0.39063132547415
"Run: 34 Cov: none",34,0,0.126581911645972,0.257672679038177,0.391111520054978,0.108876313664704,0.128609910110958,0.775366110739127,0.884242424403831
"Run: 34 Cov: low",34,0.1,0.104063316428097,0.210228376056466,0.333292619726847,0.115791683489644,0.106876827906126,0.647584312211409,0.763375995701053
"Run: 34 Cov: medium",34,0.5,0.0731264044316636,0.14048133870342,0.221901623787157,0.066115241784454,0.0703988155206261,0.435509366922241,0.501624608706695
"Run: 34 Cov: high",34,0.9,0.0560127134506574,0.115767614845317,0.162599442261204,0.0512219157462458,0.0562140106994924,0.334379770557179,0.385601686303425
"Run: 35 Cov: none",35,0,0.133013518138388,0.254224133958128,0.372727102151479,0.121395524737736,0.13186361334407,0.759964754247994,0.88136027898573
"Run: 35 Cov: low",35,0.1,0.110654069980588,0.224633913191177,0.342019475661347,0.0943305267752991,0.110040908112429,0.677307458833112,0.771637985608411
"Run: 35 Cov: medium",35,0.5,0.0749530872985899,0.145006197936188,0.223580647245379,0.0706490366861763,0.0741332711339329,0.443539932480157,0.514188969166333
"Run: 35 Cov: high",35,0.9,0.0615833792943308,0.107753898794905,0.162752304486003,0.0484770647879555,0.0561253767833229,0.332089582575239,0.380566647363194
"Run: 36 Cov: none",36,0,0.127299162333943,0.254828201494779,0.386657582217881,0.117290072604259,0.127117943930802,0.768784946046603,0.886075018650862
"Run: 36 Cov: low",36,0.1,0.111649046392073,0.223847437754045,0.329698598908564,0.114040556899375,0.112751667595591,0.665195083054682,0.779235639954057
"Run: 36 Cov: medium",36,0.5,0.0732197983952828,0.148407536273211,0.215167445616053,0.0747162729612372,0.0687187503682959,0.436794780284546,0.511511053245783
"Run: 36 Cov: high",36,0.9,0.0553987591617701,0.10879239505252,0.164095586881403,0.0600113919955321,0.0533070519464275,0.328286741095693,0.388298133091225
"Run: 37 Cov: none",37,0,0.125046172685332,0.263187517685938,0.382372931922458,0.117802760956131,0.127963282350493,0.770606622293728,0.888409383249859
"Run: 37 Cov: low",37,0.1,0.11172850065086,0.215818771887122,0.336080300986969,0.102923404929324,0.110229619575222,0.66362757352495,0.766550978454274
"Run: 37 Cov: medium",37,0.5,0.0746891226746114,0.148661386866796,0.222659530269647,0.0776773364244494,0.075715769347291,0.446010039811054,0.523687376235504
"Run: 37 Cov: high",37,0.9,0.0507745940994194,0.115642209103174,0.161835053041093,0.0582970433220972,0.0544977346181964,0.328251856243686,0.386548899565783
"Run: 38 Cov: none",38,0,0.124451601606939,0.25091243567405,0.374650699286491,0.126821032971332,0.126713720125259,0.75001473656748,0.876835769538812
"Run: 38 Cov: low",38,0.1,0.108150207233274,0.224667233881727,0.324105813762029,0.0976572317270851,0.11064521658517,0.65692325487703,0.754580486604115
"Run: 38 Cov: medium",38,0.5,0.0731273903102981,0.143478546997895,0.221245955005772,0.076872544356706,0.0711143949868543,0.437851892313965,0.514724436670671
"Run: 38 Cov: high",38,0.9,0.0491835424447034,0.111790855180992,0.167303121945615,0.0711544030928107,0.055385787661103,0.32827751957131,0.399431922664121
"Run: 39 Cov: none",39,0,0.122963096880874,0.248905287617355,0.365394069824066,0.114334028853256,0.125839512015004,0.737262454322295,0.851596483175551
"Run: 39 Cov: low",39,0.1,0.10768752751607,0.222260772454264,0.332829553171642,0.108848370213969,0.112137258782378,0.662777853141975,0.771626223355944
"Run: 39 Cov: medium",39,0.5,0.0786982880628189,0.143071406818994,0.222392906937054,0.0732029579521692,0.0744741008352078,0.444162601818868,0.517365559771037
"Run: 39 Cov: high",39,0.9,0.0539777193947868,0.10437093230263,0.173769180509778,0.0516433073244752,0.0554178776365838,0.332117832207195,0.38376113953167
"Run: 40 Cov: none",40,0,0.126462125410168,0.25247281393829,0.364835298464,0.128434929435011,0.121256094891282,0.743770237812459,0.87220516724747
"Run: 40 Cov: low",40,0.1,0.107837111752877,0.221448156538183,0.317741623540862,0.122015174922731,0.110243366849268,0.647026891831922,0.769042066754653
"Run: 40 Cov: medium",40,0.5,0.0745136252755718,0.149660536430508,0.215589544963323,0.0813834293710119,0.0725415423289362,0.439763706669403,0.521147136040415
"Run: 40 Cov: high",40,0.9,0.0533479038865928,0.11266921296809,0.169393940022829,0.051434597730718,0.0548371132398407,0.335411056877512,0.38684565460823
"Run: 41 Cov: none",41,0,0.128432616178159,0.242713207734835,0.363056191555324,0.137328772523069,0.121269177541716,0.734202015468319,0.871530787991388
"Run: 41 Cov: low",41,0.1,0.109321288520985,0.21715997319289,0.328739549761521,0.108143633915181,0.109201666574688,0.655220811475396,0.763364445390577
"Run: 41 Cov: medium",41,0.5,0.074334611655134,0.146199511252434,0.21648841595757,0.0804905765001671,0.0734117274505106,0.437022538865138,0.517513115365305
"Run: 41 Cov: high",41,0.9,0.0540016140071833,0.113271166051512,0.165770740149744,0.0520759868089462,0.0552771527641666,0.333043520208439,0.385119507017385
"Run: 42 Cov: none",42,0,0.128221785165446,0.251405480116061,0.375214189178866,0.0948513170448457,0.129932655870449,0.754841454460373,0.849692771505219
"Run: 42 Cov: low",42,0.1,0.104585182487091,0.223905254083957,0.331655930709019,0.107306357294679,0.11183030857321,0.660146367280067,0.767452724574746
"Run: 42 Cov: medium",42,0.5,0.0727242035426172,0.149497478186681,0.218014078630742,0.0757864924682796,0.0752671746622836,0.44023576036004,0.516022252828319
"Run: 42 Cov: high",42,0.9,0.0557125343614783,0.110182136560135,0.167644456305083,0.0556029701647393,0.0546256666191297,0.333539127226696,0.389142097391436
"Run: 43 Cov: none",43,0,0.120115890273591,0.258311529095998,0.385576223716755,0.123060460960199,0.12525294117333,0.764003643086345,0.887064104046544
"Run: 43 Cov: low",43,0.1,0.107034228414161,0.206306063977373,0.322240821286412,0.12198479900359,0.108407710606834,0.635581113677945,0.757565912681535
"Run: 43 Cov: medium",43,0.5,0.074410823059625,0.150874628062911,0.222536931299612,0.0693113021195718,0.0749818485602354,0.447822382422148,0.51713368454172
"Run: 43 Cov: high",43,0.9,0.0585977023688579,0.100923034034559,0.168687306159782,0.0652726756386659,0.0544079484879956,0.328208042563198,0.393480718201864
"Run: 44 Cov: none",44,0,0.130214859835955,0.240894542099936,0.370187572795054,0.113608257305943,0.126841145957524,0.741296974730945,0.854905232036887
"Run: 44 Cov: low",44,0.1,0.108554116037728,0.227476855332565,0.348305795242627,0.0881412765638135,0.111090205522917,0.68433676661292,0.772478043176733
"Run: 44 Cov: medium",44,0.5,0.073770054249429,0.154853337464958,0.221474146006973,0.0679915515221977,0.0745560283100032,0.45009753772136,0.518089089243558
"Run: 44 Cov: high",44,0.9,0.0530637316750936,0.113224591171197,0.163497254466656,0.062350478951638,0.0559989939223391,0.329785577312946,0.392136056264584
"Run: 45 Cov: none",45,0,0.128296660636174,0.241146035331596,0.382796476604346,0.122322612441238,0.123717207155288,0.752239172572115,0.874561785013353
"Run: 45 Cov: low",45,0.1,0.106873870385337,0.209858523593104,0.334698590731849,0.109913275006269,0.108891640242313,0.651430984710289,0.761344259716558
"Run: 45 Cov: medium",45,0.5,0.072200770339028,0.147031531397086,0.223479670456901,0.0673941351862124,0.0732874140751895,0.442711972193015,0.510106107379228
"Run: 45 Cov: high",45,0.9,0.0522270848182577,0.110551242287028,0.166880741090624,0.0588604359035648,0.055345566121495,0.32965906819591,0.388519504099475
"Run: 46 Cov: none",46,0,0.128468588284634,0.246227206723037,0.365187145756068,0.122640456428898,0.126195256254924,0.739882940763739,0.862523397192638
