"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_gamma","Variance_epsilon","Variance_total_marginal","Variance_total_conditional"
"Run: 115 Cov: medium",115,0.5,0.0725103196040603,0.144888694706695,0.221408903357049,0.0764620064078155,0.0733533378516126,0.438807917667804,0.515269924075619
"Run: 115 Cov: high",115,0.9,0.0588030360216754,0.102861849790637,0.16564250874906,0.056037038020234,0.0568500671920468,0.327307394561372,0.383344432581606
"Run: 116 Cov: none",116,0,0.128230506386756,0.255526694427464,0.391292530568809,0.114833066079378,0.131362666965723,0.775049731383028,0.889882797462407
"Run: 116 Cov: low",116,0.1,0.109792289419161,0.218526336976511,0.329316028158126,0.106220832218187,0.111484890524866,0.657634654553798,0.763855486771985
"Run: 116 Cov: medium",116,0.5,0.0709942514783105,0.142644514597338,0.22094790006933,0.0851844736987316,0.0722850834014875,0.434586666144979,0.51977113984371
"Run: 116 Cov: high",116,0.9,0.0580592639417921,0.101603215767444,0.170325833613819,0.0544355359912395,0.0544116306665232,0.329988313323056,0.384423849314295
"Run: 117 Cov: none",117,0,0.13043697852916,0.266196431984027,0.378225457705904,0.103070518275414,0.129617154792377,0.774858868219092,0.877929386494506
"Run: 117 Cov: low",117,0.1,0.109178340728408,0.217935028805396,0.334677262443335,0.114395294012913,0.109249267602769,0.661790631977139,0.776185925990052
"Run: 117 Cov: medium",117,0.5,0.0722962044772875,0.145731806218777,0.21890214772741,0.0711432845189433,0.0736930285666374,0.436930158423475,0.508073442942418
"Run: 117 Cov: high",117,0.9,0.0513583620954289,0.11119211667481,0.172478912272333,0.0566056913674963,0.0553739538473715,0.335029391042572,0.391635082410068
"Run: 118 Cov: none",118,0,0.127357961623091,0.244530344209408,0.377365182317634,0.13391270887955,0.128552087238862,0.749253488150133,0.883166197029683
"Run: 118 Cov: low",118,0.1,0.112686455650771,0.225922157882873,0.329135832568641,0.0960414458968826,0.109514300739818,0.667744446102285,0.763785891999168
"Run: 118 Cov: medium",118,0.5,0.0728311142650875,0.148725569870373,0.218454348183752,0.0764170946124404,0.0723308217566781,0.440011032319212,0.516428126931653
"Run: 118 Cov: high",118,0.9,0.0534680107269974,0.120139216732542,0.160750537105324,0.0507129412270588,0.0552139702310505,0.334357764564864,0.385070705791923
"Run: 119 Cov: none",119,0,0.1231040774719,0.244019770724045,0.366890117064428,0.125103902616691,0.125294858100819,0.734013965260372,0.859117867877064
"Run: 119 Cov: low",119,0.1,0.115883468590739,0.223826107598684,0.330789383912564,0.111518698663947,0.113022051642091,0.670498960101987,0.782017658765934
"Run: 119 Cov: medium",119,0.5,0.0750149974966909,0.150995804527155,0.214102180848855,0.0815336913634349,0.0747574910169492,0.4401129828727,0.521646674236135
"Run: 119 Cov: high",119,0.9,0.0557209778542067,0.110868053710404,0.167724955330426,0.0510691487403867,0.0544758474828774,0.334313986895037,0.385383135635423
"Run: 120 Cov: none",120,0,0.12846792080344,0.247303761432836,0.378804455733234,0.116382094314945,0.127390773337792,0.75457613796951,0.870958232284454
"Run: 120 Cov: low",120,0.1,0.109544708730766,0.218941077624391,0.321356496056587,0.124327404396388,0.107372276787683,0.649842282411743,0.774169686808131
"Run: 120 Cov: medium",120,0.5,0.0781437366197261,0.14628696313146,0.223577115701694,0.0643464905928852,0.0777837091215003,0.44800781545288,0.512354306045765
"Run: 120 Cov: high",120,0.9,0.0620133420007162,0.114012734669251,0.153054393952513,0.0503135578963213,0.0556233693069504,0.32908047062248,0.379394028518801
"Run: 121 Cov: none",121,0,0.126279021506229,0.25271342081799,0.367973225583366,0.123305560477823,0.126561293567393,0.746965667907585,0.870271228385409
"Run: 121 Cov: low",121,0.1,0.109979719289621,0.221898563128643,0.335483783051198,0.100406149039537,0.107770917068599,0.667362065469461,0.767768214508999
"Run: 121 Cov: medium",121,0.5,0.0735334312970991,0.142006267356639,0.228623821824378,0.0914189895573937,0.0732997192444107,0.444163520478116,0.53558251003551
"Run: 121 Cov: high",121,0.9,0.0541690034531444,0.106989792149776,0.176119489245488,0.0502656234118104,0.0538065054731306,0.337278284848408,0.387543908260219
"Run: 122 Cov: none",122,0,0.1280422244376,0.263222128409342,0.373224646718694,0.12911364590714,0.129376485940788,0.764488999565636,0.893602645472776
"Run: 122 Cov: low",122,0.1,0.10777310102667,0.216570922213273,0.318682547005281,0.127281443668939,0.105608952361394,0.643026570245224,0.770308013914164
"Run: 122 Cov: medium",122,0.5,0.0700851681873683,0.145498728401229,0.22133988815819,0.0767578774345374,0.0742819045836681,0.436923784746788,0.513681662181326
"Run: 122 Cov: high",122,0.9,0.0552558375796311,0.106879797579858,0.173310584528305,0.048651766375249,0.057545885196884,0.335446219687794,0.384097986063043
"Run: 123 Cov: none",123,0,0.120175412968887,0.245226774530515,0.361396996922338,0.139813161155793,0.123274489350996,0.726799184421739,0.866612345577532
"Run: 123 Cov: low",123,0.1,0.109366119535601,0.224904044453463,0.331098170660002,0.095094120022393,0.111032869859015,0.665368334649066,0.760462454671459
"Run: 123 Cov: medium",123,0.5,0.0736173576862916,0.140682262003278,0.219865392657474,0.0779087900826413,0.0722792849127318,0.434165012347044,0.512073802429685
"Run: 123 Cov: high",123,0.9,0.0531431949506779,0.113346631827962,0.165236597752649,0.0555227024971158,0.056077360482641,0.331726424531288,0.387249127028404
"Run: 124 Cov: none",124,0,0.120619433758305,0.244944028241411,0.373492705507191,0.142789111892205,0.123928048646416,0.739056167506907,0.881845279399112
"Run: 124 Cov: low",124,0.1,0.107333097446168,0.218829834650734,0.333726119587857,0.117227114101821,0.109238511968048,0.659889051684759,0.77711616578658
"Run: 124 Cov: medium",124,0.5,0.0767579000449423,0.143699033794514,0.217581825497685,0.071995522100697,0.0740848598165113,0.438038759337141,0.510034281437838
"Run: 124 Cov: high",124,0.9,0.0538122291438051,0.10898779368284,0.16800853500175,0.064956420538056,0.0558963520526443,0.330808557828395,0.395764978366451
"Run: 125 Cov: none",125,0,0.126261240818516,0.256646585823298,0.382889083581685,0.106617169412522,0.130718429458043,0.765796910223499,0.872414079636021
"Run: 125 Cov: low",125,0.1,0.110109092753746,0.232331954214766,0.325370222734537,0.106338841440599,0.115801869265673,0.667811269703049,0.774150111143648
"Run: 125 Cov: medium",125,0.5,0.0787101711380736,0.146163414375744,0.221079461622581,0.0656475166628736,0.0744653405490122,0.445953047136399,0.511600563799272
"Run: 125 Cov: high",125,0.9,0.0549723580305572,0.110479170078388,0.168618556733682,0.0469177715493061,0.0551535441040447,0.334070084842627,0.380987856391933
"Run: 126 Cov: none",126,0,0.126721750566359,0.248325033683531,0.389711832739188,0.113776108418656,0.128110291009654,0.764758616989079,0.878534725407734
"Run: 126 Cov: low",126,0.1,0.113432869369649,0.213768685771673,0.324312916697569,0.119641213590516,0.109783367634693,0.651514471838891,0.771155685429407
"Run: 126 Cov: medium",126,0.5,0.0715517710006173,0.150415016926139,0.219966660530638,0.0809866752920565,0.0750061026707554,0.441933448457394,0.522920123749451
"Run: 126 Cov: high",126,0.9,0.0530316159704456,0.113446465845276,0.166721366291586,0.0536545116913574,0.055884963313698,0.333199448107308,0.386853959798665
"Run: 127 Cov: none",127,0,0.123794181612631,0.25029298662692,0.371917011419473,0.118707458416376,0.1263613162789,0.746004179659024,0.8647116380754
"Run: 127 Cov: low",127,0.1,0.108888201427693,0.220613953348873,0.326601172992349,0.109143602034136,0.107335218355635,0.656103327768915,0.765246929803051
"Run: 127 Cov: medium",127,0.5,0.0726388127200349,0.146495688901349,0.218119243477752,0.0803891644124711,0.0732455939467818,0.437253745099136,0.517642909511607
"Run: 127 Cov: high",127,0.9,0.0552441805902137,0.111439563888807,0.16727962748502,0.0611869601767173,0.0565755557692439,0.333963371964041,0.395150332140758
"Run: 128 Cov: none",128,0,0.13004298526546,0.265809379698039,0.39016121045437,0.0996203532455859,0.129915182733288,0.786013575417869,0.885633928663455
"Run: 128 Cov: low",128,0.1,0.110908469360617,0.219823426683149,0.329153990383007,0.100697216954706,0.106939865003591,0.659885886426774,0.760583103381479
"Run: 128 Cov: medium",128,0.5,0.0730162237362824,0.146785683142477,0.232410484323625,0.0637568735070957,0.0739229575715772,0.452212391202385,0.515969264709481
"Run: 128 Cov: high",128,0.9,0.0538251750572289,0.107728739524488,0.175219518216906,0.0489904994165587,0.0538818463275149,0.336773432798623,0.385763932215182
"Run: 129 Cov: none",129,0,0.128939712922108,0.254402326062093,0.375381431881229,0.11741096990847,0.127854484928781,0.75872347086543,0.876134440773901
"Run: 129 Cov: low",129,0.1,0.107167340140255,0.220850335220691,0.326594155471322,0.105100741793504,0.109952179079744,0.654611830832268,0.759712572625772
"Run: 129 Cov: medium",129,0.5,0.0711693358903182,0.145565591689459,0.225641705748243,0.070965473692198,0.0766461905200373,0.44237663332802,0.513342107020218
"Run: 129 Cov: high",129,0.9,0.0551138329559626,0.107693936279178,0.171324198979105,0.0604597559577486,0.0572081757346736,0.334131968214246,0.394591724171995
"Run: 130 Cov: none",130,0,0.124069674859168,0.258095236344178,0.376637432690119,0.119415293383189,0.127033110209791,0.758802343893465,0.878217637276654
"Run: 130 Cov: low",130,0.1,0.109697097617132,0.225429528311874,0.326767586724318,0.0944050040112718,0.106803796472819,0.661894212653324,0.756299216664596
"Run: 130 Cov: medium",130,0.5,0.0768663458554807,0.15003901573676,0.216851088823101,0.0694088558378554,0.0774187526106073,0.443756450415342,0.513165306253197
"Run: 130 Cov: high",130,0.9,0.0573037279557086,0.105456780411685,0.168712890259642,0.057017897835481,0.0546801310077945,0.331473398627035,0.388491296462516
"Run: 131 Cov: none",131,0,0.124265206965669,0.244306640085033,0.379825212684565,0.114411821521808,0.128226998465748,0.748397059735266,0.862808881257074
"Run: 131 Cov: low",131,0.1,0.115446262560147,0.220531274362033,0.334306017636045,0.104988820354832,0.109678069567289,0.670283554558225,0.775272374913057
"Run: 131 Cov: medium",131,0.5,0.0774421088313788,0.148669132589877,0.214836830021229,0.0698507413913056,0.0765187317099477,0.440948071442485,0.51079881283379
"Run: 131 Cov: high",131,0.9,0.0552703992760766,0.105381772266327,0.17035228136817,0.0532774426405827,0.0561239901763806,0.331004452910574,0.384281895551156
"Run: 132 Cov: none",132,0,0.126627854678813,0.248075546078699,0.381919011159391,0.124342682046737,0.127083864047551,0.756622411916902,0.880965093963639
"Run: 132 Cov: low",132,0.1,0.108174437504099,0.220564075915742,0.334795902154889,0.102460112439169,0.11006972384951,0.66353441557473,0.7659945280139
"Run: 132 Cov: medium",132,0.5,0.07868518208568,0.144255538521171,0.212225455037566,0.0799335940066562,0.0746887363041548,0.435166175644416,0.515099769651073
"Run: 132 Cov: high",132,0.9,0.0558791755523908,0.104405684642548,0.166941486564429,0.0636198756775664,0.0541904386398915,0.327226346759368,0.390846222436935
"Run: 133 Cov: none",133,0,0.132263597519715,0.255199872611084,0.387346364796301,0.119873999231131,0.124796002923352,0.7748098349271,0.894683834158231
"Run: 133 Cov: low",133,0.1,0.111020642864365,0.218753413999691,0.324062129115176,0.118944683222608,0.11083025092294,0.653836185979232,0.77278086920184
"Run: 133 Cov: medium",133,0.5,0.0739369097432225,0.144891854052155,0.219733417917771,0.0742668199266694,0.0730394950586358,0.438562181713148,0.512829001639817
"Run: 133 Cov: high",133,0.9,0.0507368528653309,0.112117123111046,0.170021071033603,0.0555862312409941,0.0531674738344112,0.332875047009979,0.388461278250973
"Run: 134 Cov: none",134,0,0.119002828116386,0.255300775344053,0.379033118025454,0.14210118858031,0.122586764416033,0.753336721485893,0.895437910066203
"Run: 134 Cov: low",134,0.1,0.114053023803722,0.216538488403969,0.322562124664835,0.11347225311665,0.110758813010362,0.653153636872526,0.766625889989175
"Run: 134 Cov: medium",134,0.5,0.0731540216785641,0.14503173440435,0.220889508708324,0.0780592425699688,0.0731492808181804,0.439075264791238,0.517134507361206
"Run: 134 Cov: high",134,0.9,0.0569433515624248,0.106088038172759,0.166702810877743,0.0581159520978457,0.0560039183693022,0.329734200612927,0.387850152710772
"Run: 135 Cov: none",135,0,0.126116833087178,0.256994130345875,0.389672550205238,0.103958547312284,0.130765441616233,0.772783513638291,0.876742060950575
"Run: 135 Cov: low",135,0.1,0.112154093172016,0.228867163422329,0.329974868780784,0.0932839864822318,0.112689336549645,0.670996125375129,0.764280111857361
"Run: 135 Cov: medium",135,0.5,0.0780538396488199,0.146756073402155,0.218613793511224,0.0696636089562771,0.0747587752428112,0.443423706562199,0.513087315518476
"Run: 135 Cov: high",135,0.9,0.0625768234677919,0.10308312972466,0.169140976084598,0.0436628622728104,0.0547499188240042,0.33480092927705,0.37846379154986
"Run: 136 Cov: none",136,0,0.124491763740733,0.252718360467962,0.374868555713344,0.10870256886345,0.127486533668839,0.752078679922039,0.86078124878549
"Run: 136 Cov: low",136,0.1,0.112656853207009,0.223368466252173,0.33201640195794,0.105006805375843,0.112215207873441,0.668041721417122,0.773048526792965
"Run: 136 Cov: medium",136,0.5,0.0706906507934689,0.148187510218699,0.226729728113376,0.069528296136132,0.0736188200196977,0.445607889125544,0.515136185261676
"Run: 136 Cov: high",136,0.9,0.057077000169943,0.104053996012813,0.170163386647087,0.059319248346517,0.0557267945458166,0.331294382829843,0.39061363117636
"Run: 137 Cov: none",137,0,0.121899760232814,0.240219681941175,0.378310652926001,0.135257394288604,0.123349710660357,0.74043009509999,0.875687489388595
"Run: 137 Cov: low",137,0.1,0.108502404504724,0.215186608316354,0.321548104741015,0.128452240725224,0.105207513487444,0.645237117562093,0.773689358287317
"Run: 137 Cov: medium",137,0.5,0.0750451302034582,0.147053541729443,0.221920108591975,0.0711715561236006,0.0740998730440205,0.444018780524876,0.515190336648477
"Run: 137 Cov: high",137,0.9,0.0552276873703866,0.105912355817716,0.171295559516129,0.061945782431367,0.05387422209109,0.332435602704231,0.394381385135598
"Run: 138 Cov: none",138,0,0.124214783673387,0.243945314472339,0.37433950305992,0.139658236032999,0.122092977804378,0.742499601205646,0.882157837238645
"Run: 138 Cov: low",138,0.1,0.114340766210067,0.209010601243133,0.32701592529302,0.13775310190817,0.107932098319807,0.650367292746219,0.788120394654389
"Run: 138 Cov: medium",138,0.5,0.0748798467232822,0.153003112463802,0.214772745997742,0.0625525877928838,0.0752993767258232,0.442655705184826,0.50520829297771
"Run: 138 Cov: high",138,0.9,0.051321155143161,0.120502112147313,0.164162508931562,0.0548339584669656,0.0548899033947294,0.335985776222036,0.390819734689001
"Run: 139 Cov: none",139,0,0.122933683539229,0.250893487727786,0.362145025393585,0.132458318876678,0.121115138346712,0.7359721966606,0.868430515537278
"Run: 139 Cov: low",139,0.1,0.111877686875606,0.219973562122084,0.332649690102159,0.118447776055508,0.112113883894355,0.664500939099848,0.782948715155356
"Run: 139 Cov: medium",139,0.5,0.074594261337901,0.146511750075427,0.217014366044923,0.076411707057692,0.0718126514767636,0.438120377458251,0.514532084515943
"Run: 139 Cov: high",139,0.9,0.0572697679213661,0.109772275637327,0.162072552522117,0.0583996001932436,0.0531909459633437,0.329114596080811,0.387514196274054
"Run: 140 Cov: none",140,0,0.126116176564501,0.243472091773135,0.366907288449503,0.125326641205087,0.126125388173276,0.73649555678714,0.861822197992227
"Run: 140 Cov: low",140,0.1,0.1110998228318,0.22648483882113,0.334502297634421,0.119506090110148,0.11150804771939,0.672086959287351,0.791593049397499
"Run: 140 Cov: medium",140,0.5,0.0776552651926939,0.148929932651128,0.215905812841497,0.0773734558480415,0.0749855976406905,0.442491010685319,0.51986446653336
"Run: 140 Cov: high",140,0.9,0.0541660231196731,0.112761267875265,0.163461337661853,0.0546220265251346,0.0557165386076022,0.330388628656792,0.385010655181926
"Run: 141 Cov: none",141,0,0.126819173099944,0.256691794590936,0.373644922694226,0.123465487107729,0.129675381709177,0.757155890385106,0.880621377492834
"Run: 141 Cov: low",141,0.1,0.106084127733727,0.219669636763651,0.332393571725728,0.124642547678136,0.108809833217677,0.658147336223106,0.782789883901242
"Run: 141 Cov: medium",141,0.5,0.0763033564697105,0.147288755558148,0.222026130527148,0.0695422131965548,0.0730861981787457,0.445618242555007,0.515160455751561
"Run: 141 Cov: high",141,0.9,0.0521474445805809,0.107268130571952,0.171026427185418,0.0641659092018125,0.0561009302254381,0.330442002337951,0.394607911539764
"Run: 142 Cov: none",142,0,0.122790835800791,0.252516755547475,0.361501852435481,0.137135854312114,0.126147774410578,0.736809443783747,0.873945298095861
"Run: 142 Cov: low",142,0.1,0.108223152065371,0.217171386302307,0.32855183842873,0.115654439842854,0.108807410932463,0.653946376796408,0.769600816639263
"Run: 142 Cov: medium",142,0.5,0.0764450261925142,0.150241533506181,0.216214699620901,0.0697874062234826,0.0737456161180203,0.442901259319596,0.512688665543079
"Run: 142 Cov: high",142,0.9,0.0508745910703173,0.112041324997981,0.170606812544913,0.0571433442926663,0.0557268571664555,0.333522728613212,0.390666072905878
"Run: 143 Cov: none",143,0,0.128032432662582,0.249998101117249,0.377118343469634,0.127013074456259,0.126012957516669,0.755148877249466,0.882161951705725
"Run: 143 Cov: low",143,0.1,0.11140841241363,0.218194882438519,0.330447332610438,0.100527350453767,0.110890146322534,0.660050627462587,0.760577977916354
"Run: 143 Cov: medium",143,0.5,0.0745811260099527,0.145353975511178,0.22047518961617,0.0791839734060213,0.0734259751672868,0.440410291137301,0.519594264543322
"Run: 143 Cov: high",143,0.9,0.0542945877855593,0.118585680082655,0.158338322932565,0.04882185381088,0.0582990784962101,0.33121859080078,0.38004044461166
"Run: 144 Cov: none",144,0,0.120632945470759,0.257297655676347,0.361812837682561,0.126430302602744,0.121522150918372,0.739743438829667,0.866173741432411
"Run: 144 Cov: low",144,0.1,0.106024601797824,0.217836506458841,0.329978995484848,0.101230468496626,0.107268870569093,0.653840103741514,0.75507057223814
"Run: 144 Cov: medium",144,0.5,0.0744546902633798,0.145856608570757,0.221298440897063,0.0770119994295926,0.0743157189707886,0.4416097397312,0.518621739160793
"Run: 144 Cov: high",144,0.9,0.0518142740925315,0.117158451705262,0.16747484311504,0.05357831737948,0.0554312364570016,0.336447568912834,0.390025886292314
"Run: 145 Cov: none",145,0,0.127130615366466,0.237618897938183,0.379827722993963,0.13791963299755,0.123345677760637,0.744577236298612,0.882496869296161
"Run: 145 Cov: low",145,0.1,0.107991339712351,0.21930521887042,0.330101985815486,0.0991536661729233,0.110008617813597,0.657398544398256,0.756552210571179
"Run: 145 Cov: medium",145,0.5,0.0769124550742338,0.151347560628802,0.220576419319461,0.0589862847246711,0.0729343885212402,0.448836435022496,0.507822719747167
"Run: 145 Cov: high",145,0.9,0.0628995679922513,0.101270124688507,0.165979411869443,0.0542906907304925,0.0557178142669255,0.330149104550202,0.384439795280694
"Run: 146 Cov: none",146,0,0.123407223559146,0.245575340517642,0.365500268634791,0.140008243398747,0.120600892345973,0.73448283271158,0.874491076110327
"Run: 146 Cov: low",146,0.1,0.107796461254033,0.225504472413218,0.325625489525854,0.105964033941433,0.109729369217634,0.658926423193104,0.764890457134537
"Run: 146 Cov: medium",146,0.5,0.0725009259880076,0.143058448628768,0.2168977811614,0.0863097436703541,0.0705956005972034,0.432457155778176,0.51876689944853
"Run: 146 Cov: high",146,0.9,0.049824755813114,0.115515951315491,0.163324124536062,0.0660621402137452,0.0541875835168453,0.328664831664667,0.394726971878413
"Run: 147 Cov: none",147,0,0.122692462976149,0.246519626619472,0.386798417617621,0.130775069164086,0.129976728534348,0.756010507213242,0.886785576377328
"Run: 147 Cov: low",147,0.1,0.107312996598473,0.224334691077483,0.328689256697511,0.12072884975383,0.110431323860636,0.660336944373467,0.781065794127297
"Run: 147 Cov: medium",147,0.5,0.0707717677091132,0.150917653241721,0.223330582105538,0.0671674489552257,0.073672695490596,0.445020003056372,0.512187452011598
"Run: 147 Cov: high",147,0.9,0.0559947217290685,0.115348262602446,0.159734291080479,0.05564550430284,0.0554889274218993,0.331077275411994,0.386722779714834
"Run: 148 Cov: none",148,0,0.128991256074995,0.247875301204208,0.387317581248283,0.117158623298355,0.129035377147047,0.764184138527485,0.88134276182584
"Run: 148 Cov: low",148,0.1,0.108597975154885,0.222686404938851,0.340545914599258,0.0992591039477032,0.115256651646091,0.671830294692993,0.771089398640697
"Run: 148 Cov: medium",148,0.5,0.0717629993611325,0.150356119193579,0.219429228998149,0.0740878881616111,0.0761823792269655,0.441548347552861,0.515636235714472
"Run: 148 Cov: high",148,0.9,0.0549049098112095,0.10697322106842,0.174705570797959,0.0531007951531242,0.0570450331226818,0.336583701677588,0.389684496830712
"Run: 149 Cov: none",149,0,0.126441227769693,0.247869586599608,0.390557840827237,0.124699803711373,0.126805920760261,0.764868655196538,0.889568458907911
"Run: 149 Cov: low",149,0.1,0.106538798049759,0.213969602400076,0.325439255603401,0.11393183472433,0.109230319724622,0.645947656053236,0.759879490777567
"Run: 149 Cov: medium",149,0.5,0.0678266497522382,0.151946693094961,0.216002831356813,0.0846427316982194,0.0722136697205897,0.435776174204012,0.520418905902232
"Run: 149 Cov: high",149,0.9,0.0513514518957494,0.113892938874143,0.170025232028922,0.0533181476041181,0.0557538890511232,0.335269622798815,0.388587770402933
"Run: 150 Cov: none",150,0,0.129985513079739,0.246170125755201,0.379854362578602,0.112333953262807,0.132024352718362,0.756010001413542,0.868343954676349
"Run: 150 Cov: low",150,0.1,0.10973900186237,0.212051186264746,0.329610341807928,0.10163043237246,0.107628315330611,0.651400529935044,0.753030962307504
"Run: 150 Cov: medium",150,0.5,0.0738857670940757,0.146989946666249,0.21478232826866,0.0802479456517025,0.0724826094432666,0.435658042028985,0.515905987680688
"Run: 150 Cov: high",150,0.9,0.0557417430589383,0.109754801021835,0.159946056562858,0.0656066384834438,0.0550467770263563,0.325442600643631,0.391049239127075
"Run: 151 Cov: none",151,0,0.12473242107772,0.256989873073633,0.384250298506208,0.119155187558551,0.123217981732712,0.765972592657561,0.885127780216112
"Run: 151 Cov: low",151,0.1,0.106082583990206,0.213894901863912,0.336175932954182,0.110382119457624,0.107608797989792,0.6561534188083,0.766535538265924
"Run: 151 Cov: medium",151,0.5,0.0751315026538572,0.144621858418904,0.22559853578017,0.0658872375375297,0.0737852066379,0.445351896852932,0.511239134390461
"Run: 151 Cov: high",151,0.9,0.0490635132332512,0.112708432826331,0.173036679709521,0.0602692941822473,0.0556070550163618,0.334808625769104,0.395077919951351
"Run: 152 Cov: none",152,0,0.125351254063262,0.250324212909118,0.375415374390537,0.114093375218427,0.126834799765379,0.751090841362917,0.865184216581343
"Run: 152 Cov: low",152,0.1,0.106563353366131,0.216427337576699,0.331078496184248,0.12175391159098,0.107820231443372,0.654069187127078,0.775823098718059
"Run: 152 Cov: medium",152,0.5,0.0740476336830589,0.153894297952659,0.216986874992387,0.0723477870552508,0.0751430292351665,0.444928806628105,0.517276593683355
"Run: 152 Cov: high",152,0.9,0.0554271036604497,0.113711876851589,0.161009508055455,0.0583244242268546,0.0551214063753001,0.330148488567493,0.388472912794348
"Run: 153 Cov: none",153,0,0.12557432275946,0.252289493591246,0.366936292852361,0.119745179534293,0.121167873577511,0.744800109203067,0.864545288737359
"Run: 153 Cov: low",153,0.1,0.115450283668628,0.222808410351161,0.340802632618103,0.100781899343855,0.113139647724447,0.679061326637891,0.779843225981746
"Run: 153 Cov: medium",153,0.5,0.0725557427016373,0.14868145076148,0.223381145719916,0.0732212727014834,0.0740977334725251,0.444618339183033,0.517839611884516
"Run: 153 Cov: high",153,0.9,0.0588456337636902,0.110584155386458,0.165786856771373,0.0528961557927733,0.0537747349205131,0.335216645921521,0.388112801714295
"Run: 154 Cov: none",154,0,0.126901028807675,0.263700829542272,0.383257943318079,0.103823878509831,0.128603338332967,0.773859801668026,0.877683680177857
"Run: 154 Cov: low",154,0.1,0.10652997403304,0.215165658540243,0.337657703005644,0.109985027346945,0.112950605220556,0.659353335578927,0.769338362925872
"Run: 154 Cov: medium",154,0.5,0.0749617503175195,0.150846939930835,0.21468450451839,0.0780752932635741,0.0757246538446089,0.440493194766744,0.518568488030318
"Run: 154 Cov: high",154,0.9,0.0598604287876696,0.110655758951685,0.157858259084494,0.0537404982573582,0.0567740842968604,0.328374446823848,0.382114945081206
"Run: 155 Cov: none",155,0,0.125947442203386,0.261537820286318,0.358694883352123,0.123624280418705,0.125154365828314,0.746180145841827,0.869804426260531
"Run: 155 Cov: low",155,0.1,0.109946908195855,0.216309011496697,0.322934596256069,0.115393605153044,0.105378783677075,0.649190515948621,0.764584121101666
"Run: 155 Cov: medium",155,0.5,0.0737034684420312,0.150072086591605,0.22153514077102,0.0689070301901459,0.0763229833559416,0.445310695804656,0.514217725994802
"Run: 155 Cov: high",155,0.9,0.0603648413826863,0.108411032025028,0.166680289063537,0.0418972543718346,0.0569437633140513,0.335456162471252,0.377353416843086
"Run: 156 Cov: none",156,0,0.130257142761694,0.263718363837826,0.389156548418603,0.0976981878219087,0.131186171143149,0.783132055018123,0.880830242840032
"Run: 156 Cov: low",156,0.1,0.106775545320795,0.21087781880581,0.33112088667277,0.132021928094633,0.110027064242001,0.648774250799375,0.780796178894008
"Run: 156 Cov: medium",156,0.5,0.0706871419894009,0.145474974871168,0.225845959268337,0.0725922082671185,0.0735576801976552,0.442008076128906,0.514600284396025
"Run: 156 Cov: high",156,0.9,0.0554042592347057,0.113008660330746,0.165668000611895,0.0540346504665293,0.0556780692964051,0.334080920177346,0.388115570643876
"Run: 157 Cov: none",157,0,0.126188310083655,0.252168140114747,0.394670404277408,0.112074881544127,0.128229304840589,0.773026854475809,0.885101736019937
"Run: 157 Cov: low",157,0.1,0.107883061640517,0.217023298997666,0.333683362134028,0.112507561960466,0.112090511741147,0.658589722772211,0.771097284732676
"Run: 157 Cov: medium",157,0.5,0.0716177834942706,0.152474620790488,0.2195898963142,0.0689674588928425,0.0728289890133818,0.443682300598958,0.5126497594918
"Run: 157 Cov: high",157,0.9,0.0555464007889829,0.113543589285332,0.161925409811321,0.0562804482567539,0.0559886245549288,0.331015399885636,0.38729584814239
"Run: 158 Cov: none",158,0,0.131275759005267,0.250508034770423,0.377838538112412,0.120844545755853,0.125545736856497,0.759622331888102,0.880466877643955
"Run: 158 Cov: low",158,0.1,0.113576425613493,0.222434356147209,0.34025652868989,0.0976190453135405,0.109485816555988,0.676267310450591,0.773886355764132
"Run: 158 Cov: medium",158,0.5,0.0708991742479724,0.143481341440024,0.22341162768329,0.0726724306589753,0.0716719969832386,0.437792143371287,0.510464574030262
"Run: 158 Cov: high",158,0.9,0.0513626855623901,0.111729106343338,0.17358906979986,0.0524554651548829,0.0554986582925356,0.336680861705588,0.38913632686047
"Run: 159 Cov: none",159,0,0.125151392499741,0.255306109732893,0.369209906352174,0.131452409125812,0.125816556049481,0.749667408584808,0.88111981771062
"Run: 159 Cov: low",159,0.1,0.106427768259238,0.222810740631784,0.329999720968032,0.110629188639541,0.108212188500143,0.659238229859054,0.769867418498596
"Run: 159 Cov: medium",159,0.5,0.0728049105069981,0.143529954304956,0.217286844856827,0.0735054105648252,0.0710390135894636,0.43362170966878,0.507127120233605
"Run: 159 Cov: high",159,0.9,0.0598146541328706,0.108081461544353,0.162497325635626,0.0489783897564006,0.0536316399163217,0.33039344131285,0.37937183106925
"Run: 160 Cov: none",160,0,0.127662899078099,0.250863599757092,0.372353634956427,0.12222469112341,0.125513647972961,0.750880133791618,0.873104824915028
"Run: 160 Cov: low",160,0.1,0.111549453442389,0.211935746417776,0.316503577252607,0.140061310948959,0.109818842768582,0.639988777112773,0.780050088061732
"Run: 160 Cov: medium",160,0.5,0.0752694920164591,0.149048363891657,0.214210199639771,0.0710598783595528,0.0731616695951991,0.438528055547886,0.509587933907439
"Run: 160 Cov: high",160,0.9,0.0591991090065758,0.111831499307268,0.159515339137977,0.0549119232632837,0.0537215891876234,0.33054594745182,0.385457870715104
