"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 848 Cov: high",848,0.9,0.288162884944803,0.299884080572021,0.310481425934086,0.0568466217705497,0.0516330875353082,0.898528391450909,0.950161478986218
"Run: 849 Cov: none",849,0,0.129548557308461,0.261435721825057,0.366056957820419,0.12040622650507,0.123280159095951,0.757041236953937,0.880321396049888
"Run: 849 Cov: low",849,0.1,0.149475856382274,0.254010468000408,0.376732893116705,0.110599715088219,0.096291203642586,0.780219217499387,0.876510421141973
"Run: 849 Cov: medium",849,0.5,0.224240737146131,0.288569297747774,0.344418378970738,0.0727348694821739,0.0689776432415311,0.857228413864643,0.926206057106174
"Run: 849 Cov: high",849,0.9,0.28736973447622,0.296224144611491,0.310311912197053,0.0575202366840807,0.0511313025386758,0.893905791284764,0.94503709382344
"Run: 850 Cov: none",850,0,0.130009592925844,0.252330515912046,0.377567370739126,0.128264736776777,0.115050645265209,0.759907479577016,0.874958124842225
"Run: 850 Cov: low",850,0.1,0.153991853339606,0.256947660121673,0.383515240030466,0.108478057407665,0.105666630650854,0.794454753491745,0.9001213841426
"Run: 850 Cov: medium",850,0.5,0.21993337295515,0.287474582456594,0.349201531479643,0.0715973122356403,0.0780208016395863,0.856609486891387,0.934630288530973
"Run: 850 Cov: high",850,0.9,0.283873658480188,0.29672891870479,0.306941827340147,0.0549353907327908,0.05438790562754,0.887544404525125,0.941932310152665
"Run: 851 Cov: none",851,0,0.127485907141618,0.254139052620039,0.388344211804857,0.122213476974751,0.108085015156524,0.769969171566514,0.878054186723037
"Run: 851 Cov: low",851,0.1,0.145529923833671,0.267237576026695,0.377164993753159,0.10748256804284,0.105751297219112,0.789932493613525,0.895683790832637
"Run: 851 Cov: medium",851,0.5,0.218068448512357,0.288227712481773,0.347325131181421,0.0726751056767704,0.0748898421079799,0.85362129217555,0.92851113428353
"Run: 851 Cov: high",851,0.9,0.282887656341231,0.295520840851236,0.308347328194533,0.0561853722941513,0.0546462116292292,0.886755825387001,0.94140203701623
"Run: 852 Cov: none",852,0,0.126693341186934,0.253516743198429,0.381074350725616,0.121660270020615,0.124473848196297,0.76128443511098,0.885758283307276
"Run: 852 Cov: low",852,0.1,0.148344938365875,0.263788208309396,0.377097915261478,0.112095711106575,0.104744357106552,0.789231061936749,0.893975419043301
"Run: 852 Cov: medium",852,0.5,0.22409524332577,0.278763726290991,0.339339325819294,0.0736307128402361,0.0708361984081337,0.842198295436054,0.913034493844188
"Run: 852 Cov: high",852,0.9,0.285936275346834,0.300492710555334,0.307701595452879,0.0555168618388633,0.0525963601016335,0.894130581355047,0.946726941456681
"Run: 853 Cov: none",853,0,0.139352219591641,0.256665444047225,0.381472192423097,0.126441060197604,0.095176333937983,0.777489856061964,0.872666189999947
"Run: 853 Cov: low",853,0.1,0.1479190180071,0.260628258865787,0.376560099887178,0.10918487390787,0.112371841240959,0.785107376760065,0.897479218001023
"Run: 853 Cov: medium",853,0.5,0.220084840705937,0.288912243432479,0.342895433630716,0.0726992095945472,0.0702345586438559,0.851892517769133,0.922127076412988
"Run: 853 Cov: high",853,0.9,0.285116503455963,0.29534861129965,0.307266559178921,0.0563627510637375,0.0499426976943338,0.887731673934533,0.937674371628867
"Run: 854 Cov: none",854,0,0.128405909386034,0.249146254452449,0.368500969951636,0.122838728259072,0.127205130607173,0.746053133790119,0.873258264397292
"Run: 854 Cov: low",854,0.1,0.147778559550188,0.260524264990379,0.371819666356397,0.107174264944766,0.119662182047363,0.780122490896964,0.899784672944327
"Run: 854 Cov: medium",854,0.5,0.219795955088995,0.288257414763963,0.344571189029727,0.0748791748379757,0.0720615270092343,0.852624558882685,0.92468608589192
"Run: 854 Cov: high",854,0.9,0.286207431895746,0.297426296648423,0.308225847390281,0.0549273005084139,0.0616363838963556,0.891859575934451,0.953495959830807
"Run: 855 Cov: none",855,0,0.13276515802516,0.237377173868878,0.385420685889715,0.127482200069003,0.119960641209967,0.755563017783753,0.87552365899372
"Run: 855 Cov: low",855,0.1,0.143122044458654,0.266448296089667,0.363315482784332,0.107339660293036,0.106653589037446,0.772885823332652,0.879539412370097
"Run: 855 Cov: medium",855,0.5,0.229903538565344,0.286269814164292,0.345052305809173,0.0728450596667578,0.0682157708442307,0.861225658538809,0.929441429383039
"Run: 855 Cov: high",855,0.9,0.286976864399534,0.298430214572881,0.308625466413455,0.0560252896749153,0.0562349657782982,0.894032545385869,0.950267511164167
"Run: 856 Cov: none",856,0,0.130899266671883,0.247272796412875,0.385369569505731,0.125304680484067,0.124198665764593,0.763541632590489,0.887740298355082
"Run: 856 Cov: low",856,0.1,0.147502400235495,0.262180685096991,0.375603846349145,0.110960891401975,0.0956533991865351,0.785286931681632,0.880940330868167
"Run: 856 Cov: medium",856,0.5,0.224655479877274,0.285412822225554,0.345958141139132,0.0743294057975349,0.070642118028339,0.85602644324196,0.926668561270299
"Run: 856 Cov: high",856,0.9,0.285976549798357,0.298813300739804,0.3098924287713,0.0537156637293925,0.0531041019815676,0.894682279309462,0.947786381291029
"Run: 857 Cov: none",857,0,0.12456549333738,0.2641413153591,0.37884022198449,0.126094125340222,0.117079318532163,0.767547030680969,0.884626349213132
"Run: 857 Cov: low",857,0.1,0.142555674369455,0.259606603669948,0.371999924659492,0.110169449557737,0.119231710261492,0.774162202698895,0.893393912960387
"Run: 857 Cov: medium",857,0.5,0.222921991931609,0.282792434538454,0.341811537238315,0.0709833455766645,0.0829246309094421,0.847525963708379,0.930450594617821
"Run: 857 Cov: high",857,0.9,0.286564949442467,0.30064184252905,0.310164577274026,0.0547334498951321,0.0503787407904818,0.897371369245544,0.947750110036026
"Run: 858 Cov: none",858,0,0.130905660912588,0.254467786640475,0.377831466081015,0.124686972904738,0.116993931939918,0.763204913634077,0.880198845573995
"Run: 858 Cov: low",858,0.1,0.151347732301442,0.267930469788224,0.380979471309998,0.108430142255162,0.0968213801428575,0.800257673399664,0.897079053542521
"Run: 858 Cov: medium",858,0.5,0.220379369246379,0.287540702780058,0.346503149483888,0.0710156798528386,0.0756532225508573,0.854423221510325,0.930076444061183
"Run: 858 Cov: high",858,0.9,0.286105560705612,0.297825785664821,0.310358440812734,0.0548822585803391,0.0514977443687384,0.894289787183167,0.945787531551906
"Run: 859 Cov: none",859,0,0.122943473571833,0.241962124719037,0.383850275383206,0.122218451181948,0.124759516644855,0.748755873674076,0.873515390318931
"Run: 859 Cov: low",859,0.1,0.143934711678978,0.257374702138054,0.373398105458772,0.113306970193868,0.107715275322654,0.774707519275804,0.882422794598458
"Run: 859 Cov: medium",859,0.5,0.223922094502055,0.285326314188819,0.344509462475667,0.076554888968363,0.0788795820116879,0.853757871166542,0.93263745317823
"Run: 859 Cov: high",859,0.9,0.285851751214108,0.298841868400059,0.307465818483522,0.0559918554632459,0.0497631898887338,0.892159438097689,0.941922627986423
"Run: 860 Cov: none",860,0,0.129044603449025,0.262922828098773,0.372208451519837,0.127818643865868,0.117301155499515,0.764175883067635,0.881477038567149
"Run: 860 Cov: low",860,0.1,0.144540656068767,0.256520231789032,0.372272239273226,0.107437206011138,0.109892683673848,0.773333127131024,0.883225810804872
"Run: 860 Cov: medium",860,0.5,0.224964998345997,0.292150020999892,0.347125022441187,0.077284753586849,0.0612872549451893,0.864240041787076,0.925527296732265
"Run: 860 Cov: high",860,0.9,0.285258287073801,0.301300010233392,0.31063325332254,0.0565495643606986,0.0478090183465432,0.897191550629732,0.945000568976276
"Run: 861 Cov: none",861,0,0.129100234350607,0.248186475890714,0.379972159992038,0.124625507744635,0.122315302710124,0.757258870233359,0.879574172943484
"Run: 861 Cov: low",861,0.1,0.148313897446339,0.253374141321684,0.364205160173013,0.115015388451713,0.112785285857686,0.765893198941036,0.878678484798722
"Run: 861 Cov: medium",861,0.5,0.218789612372258,0.284201071904962,0.347064838044341,0.0736147328421566,0.0717334370647904,0.850055522321561,0.921788959386352
"Run: 861 Cov: high",861,0.9,0.289672861307705,0.299829287298988,0.313843638288766,0.0552897678393853,0.0550504302864527,0.903345786895459,0.958396217181911
"Run: 862 Cov: none",862,0,0.128476213911653,0.237134546427653,0.380941907139131,0.12250245788869,0.134138133798924,0.746552667478438,0.880690801277362
"Run: 862 Cov: low",862,0.1,0.146822297176934,0.263196574505452,0.366242033561795,0.109734267543536,0.120294622147326,0.776260905244181,0.896555527391507
"Run: 862 Cov: medium",862,0.5,0.218958269145789,0.290503069726835,0.347565743892676,0.0746418829212774,0.0749989368419543,0.8570270827653,0.932026019607254
"Run: 862 Cov: high",862,0.9,0.282628580676881,0.297982440817984,0.306437794390531,0.0568509856996875,0.0582379599154863,0.887048815885395,0.945286775800881
"Run: 863 Cov: none",863,0,0.121042104064138,0.253669186116028,0.367901979347461,0.120359658324183,0.13153072630447,0.742613269527627,0.874143995832097
"Run: 863 Cov: low",863,0.1,0.141158744129691,0.26462232118558,0.363969768185356,0.110092373943486,0.109400398600721,0.769750833500627,0.879151232101348
"Run: 863 Cov: medium",863,0.5,0.225161846498498,0.28300433336012,0.351911261540234,0.0729300542425712,0.0658718277393948,0.860077441398853,0.925949269138247
"Run: 863 Cov: high",863,0.9,0.285240288213019,0.296943698923578,0.305823693717241,0.0558547292784893,0.054811641741867,0.888007680853838,0.942819322595705
"Run: 864 Cov: none",864,0,0.118387509653018,0.24544797554787,0.388692771853244,0.130313504457565,0.11329055439973,0.752528257054132,0.865818811453863
"Run: 864 Cov: low",864,0.1,0.146880277367677,0.25464214064442,0.375807533418582,0.112039972058441,0.112494550094616,0.777329951430679,0.889824501525296
"Run: 864 Cov: medium",864,0.5,0.219924691040222,0.281537070975333,0.344286495652476,0.0727114870461204,0.0768353815380449,0.84574825766803,0.922583639206075
"Run: 864 Cov: high",864,0.9,0.28088815030773,0.292746079432078,0.302221532946481,0.0558924473083816,0.065983060272671,0.875855762686289,0.94183882295896
"Run: 865 Cov: none",865,0,0.120983320960418,0.257687362275969,0.373691152821667,0.12311966080006,0.11995617542061,0.752361836058053,0.872318011478663
"Run: 865 Cov: low",865,0.1,0.145122258639219,0.253552366267921,0.366419883852344,0.108107094095096,0.126031682747788,0.765094508759484,0.891126191507272
"Run: 865 Cov: medium",865,0.5,0.224253331355373,0.288534461733309,0.349724597658247,0.0738412317044829,0.0689182624959624,0.86251239074693,0.931430653242892
"Run: 865 Cov: high",865,0.9,0.282625892508653,0.293757042582221,0.303077568344724,0.0564447083242328,0.0641099113257947,0.879460503435598,0.943570414761393
"Run: 866 Cov: none",866,0,0.12554570928876,0.251602572859812,0.374652666056639,0.130720930367123,0.11171710806051,0.751800948205212,0.863518056265722
"Run: 866 Cov: low",866,0.1,0.14201363201052,0.267646535449047,0.372914876277386,0.112854982370465,0.112104077506561,0.782575043736953,0.894679121243514
"Run: 866 Cov: medium",866,0.5,0.221974191280759,0.291345625571884,0.345875241432791,0.0736341016583272,0.0690066307039083,0.859195058285434,0.928201688989342
"Run: 866 Cov: high",866,0.9,0.287779179415174,0.303592273874742,0.311007358801182,0.0562423939795471,0.0438793589374472,0.902378812091098,0.946258171028545
"Run: 867 Cov: none",867,0,0.123902869311369,0.251540209972274,0.371204108280907,0.123522775807491,0.127227282664315,0.74664718756455,0.873874470228865
"Run: 867 Cov: low",867,0.1,0.145115660385866,0.264413951195717,0.37135981342886,0.10894799100764,0.119794291109618,0.780889425010442,0.90068371612006
"Run: 867 Cov: medium",867,0.5,0.225899955278336,0.286757185428544,0.340771428663226,0.0723730059398289,0.0771570498565504,0.853428569370106,0.930585619226657
"Run: 867 Cov: high",867,0.9,0.285245236987215,0.297675161753494,0.309352448161168,0.0542981566960327,0.0489415774252485,0.892272846901877,0.941214424327126
"Run: 868 Cov: none",868,0,0.116307823608443,0.254450098860451,0.367544458416113,0.126526543536797,0.130368642008021,0.738302380885007,0.868671022893028
"Run: 868 Cov: low",868,0.1,0.146003358801993,0.270436779481479,0.369131686667432,0.108139282728281,0.106408268045876,0.785571824950905,0.89198009299678
"Run: 868 Cov: medium",868,0.5,0.229130907014274,0.289155396292878,0.344550620290042,0.0721553332608841,0.068846384262653,0.862836923597194,0.931683307859847
"Run: 868 Cov: high",868,0.9,0.285224480403754,0.299841031717461,0.308710704735421,0.0535640942541952,0.0535481551290776,0.893776216856635,0.947324371985713
"Run: 869 Cov: none",869,0,0.128135371865557,0.246307663102119,0.390002422464562,0.129537247567948,0.110740379112176,0.764445457432237,0.875185836544414
"Run: 869 Cov: low",869,0.1,0.147314772892776,0.265264004036796,0.356984852804609,0.104714342188747,0.115218416887438,0.769563629734181,0.884782046621619
"Run: 869 Cov: medium",869,0.5,0.216012143266244,0.294188982363009,0.345262397307731,0.0739166874763913,0.0703761382771279,0.855463522936984,0.925839661214112
"Run: 869 Cov: high",869,0.9,0.283670218475649,0.295822339933114,0.306906172273432,0.0519021285128567,0.0627829920960788,0.886398730682195,0.949181722778274
"Run: 870 Cov: none",870,0,0.125484581171456,0.252102302123799,0.367990508824563,0.128418912157928,0.127325491516922,0.745577392119818,0.872902883636739
"Run: 870 Cov: low",870,0.1,0.15386393848788,0.255265730315984,0.371663299765272,0.106183375845124,0.105153623792352,0.780792968569135,0.885946592361487
"Run: 870 Cov: medium",870,0.5,0.229596381384779,0.289406351412318,0.351696297143249,0.0753407216189866,0.0709881551216707,0.870699029940347,0.941687185062017
"Run: 870 Cov: high",870,0.9,0.286254247096509,0.299009059708341,0.309136062703063,0.0558983717491813,0.054286329734238,0.894399369507913,0.948685699242151
"Run: 871 Cov: none",871,0,0.122371849600902,0.242052476519786,0.384201476537526,0.130314382397583,0.126413978974879,0.748625802658214,0.875039781633094
"Run: 871 Cov: low",871,0.1,0.146998618620753,0.257892667963601,0.384268770477006,0.112725068876912,0.104076092628981,0.78916005706136,0.893236149690342
"Run: 871 Cov: medium",871,0.5,0.221108058975668,0.288275900668785,0.344625577377001,0.0768298474202014,0.0728296957383549,0.854009537021454,0.926839232759809
"Run: 871 Cov: high",871,0.9,0.286882716510057,0.299307024327217,0.311272178742668,0.0553144822076859,0.0498093089807505,0.897461919579942,0.947271228560692
"Run: 872 Cov: none",872,0,0.125144277122693,0.243879527450903,0.385671184897728,0.125743822901584,0.120125010506767,0.754694989471324,0.874819999978091
"Run: 872 Cov: low",872,0.1,0.149503168463779,0.265648269455403,0.368080497396022,0.109875952236651,0.109247588077826,0.783231935315204,0.89247952339303
"Run: 872 Cov: medium",872,0.5,0.215762035155206,0.288779708481586,0.343918490294583,0.0746172793227795,0.0759477161340805,0.848460233931375,0.924407950065456
"Run: 872 Cov: high",872,0.9,0.283438045824836,0.298044927548733,0.306391382300599,0.0544744106716992,0.0580783761255995,0.887874355674168,0.945952731799767
"Run: 873 Cov: none",873,0,0.124185312058495,0.255629813357234,0.361647010994865,0.127319841283443,0.133002408084216,0.741462136410593,0.874464544494809
"Run: 873 Cov: low",873,0.1,0.138731026198345,0.259119227243831,0.368483471033733,0.106663827642981,0.12101779163426,0.766333724475909,0.887351516110168
"Run: 873 Cov: medium",873,0.5,0.210505602006653,0.281446568365885,0.33794092086813,0.0732588431176736,0.0862564074054777,0.829893091240668,0.916149498646146
"Run: 873 Cov: high",873,0.9,0.28613985745271,0.299854129287736,0.307769217162289,0.0565281458619123,0.049792772493435,0.893763203902735,0.94355597639617
"Run: 874 Cov: none",874,0,0.123696337599284,0.259761769871567,0.373947741749396,0.126034140992062,0.108332499029231,0.757405849220247,0.865738348249478
"Run: 874 Cov: low",874,0.1,0.148258400665385,0.260663731807571,0.374346111211873,0.110199549398079,0.114088795104121,0.783268243684829,0.89735703878895
"Run: 874 Cov: medium",874,0.5,0.225731346566626,0.291089613794475,0.347277648218289,0.0728749882026367,0.0639885634625545,0.864098608579389,0.928087172041944
"Run: 874 Cov: high",874,0.9,0.288591021921416,0.3006007375191,0.310687004863348,0.0549030439527679,0.0496821412033413,0.899878764303865,0.949560905507206
"Run: 875 Cov: none",875,0,0.134033205421911,0.254155226561731,0.372068591698886,0.127499267854682,0.110380076965966,0.760257023682528,0.870637100648494
"Run: 875 Cov: low",875,0.1,0.145870746539976,0.262953098093535,0.383661485165432,0.110218726152111,0.103526307093255,0.792485329798942,0.896011636892198
"Run: 875 Cov: medium",875,0.5,0.222861690315435,0.288607157845764,0.346676850515103,0.0733118795474936,0.0665329395275513,0.858145698676303,0.924678638203854
"Run: 875 Cov: high",875,0.9,0.282638784321799,0.296583883211114,0.30777815539337,0.0564878356949861,0.0560918479321717,0.887000822926283,0.943092670858455
"Run: 876 Cov: none",876,0,0.124565085216867,0.257451398046512,0.371330762900641,0.125060349807068,0.124255119429569,0.753347246164021,0.877602365593589
"Run: 876 Cov: low",876,0.1,0.148880326454939,0.257611828722658,0.369460392008304,0.104978812392558,0.122465457172893,0.7759525471859,0.898418004358793
"Run: 876 Cov: medium",876,0.5,0.218552608907595,0.288969522095878,0.340955960818642,0.0745420880410026,0.072581179950026,0.848478091822116,0.921059271772142
"Run: 876 Cov: high",876,0.9,0.284114395631713,0.29619572346529,0.305633891808401,0.054916736681584,0.0550034171876929,0.885944010905404,0.940947428093097
"Run: 877 Cov: none",877,0,0.122804237430803,0.254247244377013,0.373462294458894,0.124270267532221,0.129461985515047,0.75051377626671,0.879975761781757
"Run: 877 Cov: low",877,0.1,0.155929721577756,0.269547951809098,0.36856322704207,0.108492576359348,0.0979444155873831,0.794040900428924,0.891985316016308
"Run: 877 Cov: medium",877,0.5,0.2185703095179,0.282417024683636,0.348812757341281,0.0734280624288368,0.0718285071937132,0.849800091542816,0.921628598736529
"Run: 877 Cov: high",877,0.9,0.288632848453364,0.298845704338056,0.309760524667414,0.0530181360592045,0.0491856012912675,0.897239077458834,0.946424678750102
"Run: 878 Cov: none",878,0,0.123199863074843,0.245365955694889,0.374810151013989,0.125997745161345,0.135911272214837,0.743375969783722,0.879287241998559
"Run: 878 Cov: low",878,0.1,0.149258222793709,0.262685762826409,0.364426931674383,0.114348310900293,0.119499853481772,0.776370917294501,0.895870770776273
"Run: 878 Cov: medium",878,0.5,0.231108241528685,0.287004389880494,0.344818395976722,0.0723707686740475,0.0641385336515201,0.8629310273859,0.92706956103742
"Run: 878 Cov: high",878,0.9,0.286970365768508,0.299744010853288,0.309831840857701,0.0568222429108903,0.0491558039715158,0.896546217479496,0.945702021451012
"Run: 879 Cov: none",879,0,0.123501915897196,0.246489525139472,0.374016770437582,0.12459614463044,0.132624300191532,0.74400821147425,0.876632511665783
"Run: 879 Cov: low",879,0.1,0.142861062455147,0.258846434782981,0.371594641423361,0.11031546611932,0.107246113216868,0.773302138661489,0.880548251878356
"Run: 879 Cov: medium",879,0.5,0.224205611959806,0.286814693409136,0.340957310070418,0.0743369534486162,0.0770727990108168,0.85197761543936,0.929050414450177
"Run: 879 Cov: high",879,0.9,0.282924511908282,0.295248219658539,0.304906295170618,0.0535975411490114,0.0588887527952501,0.883079026737439,0.941967779532689
"Run: 880 Cov: none",880,0,0.12825932575358,0.250903821425891,0.382964324208038,0.124288735110831,0.112612416334669,0.762127471387509,0.874739887722178
"Run: 880 Cov: low",880,0.1,0.153417042560769,0.250423870908321,0.358770856116207,0.108637502407579,0.12548891912528,0.762611769585297,0.888100688710577
"Run: 880 Cov: medium",880,0.5,0.218596172834734,0.292481963207058,0.344526033341892,0.0724871213195355,0.0824798664592073,0.855604169383684,0.938084035842891
"Run: 880 Cov: high",880,0.9,0.283742159508202,0.297101487049551,0.309126517878561,0.0551307905164153,0.0554511499072427,0.889970164436314,0.945421314343557
"Run: 881 Cov: none",881,0,0.122540750976812,0.245165335088765,0.362994926451115,0.124227008318501,0.138069910021563,0.730701012516692,0.868770922538255
"Run: 881 Cov: low",881,0.1,0.153628531734988,0.263734919214593,0.381260222353445,0.10960382744637,0.0905555539904792,0.798623673303025,0.889179227293504
"Run: 881 Cov: medium",881,0.5,0.225623215491764,0.294777189198608,0.347643286107919,0.075250958898842,0.0626347544203519,0.868043690798292,0.930678445218644
"Run: 881 Cov: high",881,0.9,0.288379661109939,0.298766998858257,0.30794983068585,0.0547858436404945,0.0522233604814199,0.895096490654046,0.947319851135465
"Run: 882 Cov: none",882,0,0.126568367869192,0.252381919652044,0.373404038382042,0.122915351096547,0.123764692539642,0.752354325903278,0.87611901844292
"Run: 882 Cov: low",882,0.1,0.143774214910829,0.259497342820643,0.383447447394652,0.108933572397452,0.107560672290562,0.786719005126124,0.894279677416686
"Run: 882 Cov: medium",882,0.5,0.224138500116005,0.283838546588088,0.340973930555658,0.0739612037612578,0.0708803213602243,0.84895097725975,0.919831298619974
"Run: 882 Cov: high",882,0.9,0.288331690039969,0.302099216224998,0.310581660065971,0.0573012550426207,0.0488200629387758,0.901012566330938,0.949832629269714
"Run: 883 Cov: none",883,0,0.121886557710972,0.253261016392453,0.378780345832995,0.122666188347981,0.113253681973852,0.75392791993642,0.867181601910272
"Run: 883 Cov: low",883,0.1,0.153248495153703,0.260227470190483,0.36830215179802,0.107945672116136,0.11107712615073,0.781778117142206,0.892855243292936
"Run: 883 Cov: medium",883,0.5,0.223978040485548,0.289330557124067,0.351329014977338,0.071939433967806,0.0636686517543554,0.864637612586953,0.928306264341308
"Run: 883 Cov: high",883,0.9,0.285070601125915,0.298718240511414,0.309648823527821,0.0554991712520718,0.0515558564856788,0.893437665165149,0.944993521650828
"Run: 884 Cov: none",884,0,0.12761633776434,0.251844129954078,0.377001562751023,0.126874814101838,0.121497597486424,0.756462030469441,0.877959627955865
"Run: 884 Cov: low",884,0.1,0.153709162685737,0.254277386451136,0.375505899415322,0.109373844037309,0.106302724337832,0.783492448552195,0.889795172890027
"Run: 884 Cov: medium",884,0.5,0.222395697754131,0.273875781439619,0.339729891780615,0.0719977628345567,0.0867948385325763,0.836001370974365,0.922796209506941
"Run: 884 Cov: high",884,0.9,0.284820609388755,0.297956799966712,0.307184529224494,0.0563538310702522,0.0562181560087388,0.889961938579962,0.946180094588701
"Run: 885 Cov: none",885,0,0.121196659282385,0.245260710294847,0.375690260560234,0.125568759739882,0.130418577043395,0.742147630137466,0.872566207180861
"Run: 885 Cov: low",885,0.1,0.148071700823355,0.257870294865027,0.386751468823074,0.11164500045666,0.105338548331781,0.792693464511456,0.898032012843237
"Run: 885 Cov: medium",885,0.5,0.216321711067715,0.281572236950961,0.34247525599082,0.0750535475531994,0.0877152279443209,0.840369204009496,0.928084431953817
"Run: 885 Cov: high",885,0.9,0.286405922320629,0.299399738154798,0.30851415166935,0.056076369217829,0.0507527899021965,0.894319812144777,0.945072602046973
"Run: 886 Cov: none",886,0,0.13076105723315,0.248092406348453,0.365569427991079,0.126807707772104,0.12762264868622,0.744422891572682,0.872045540258902
"Run: 886 Cov: low",886,0.1,0.144539619811685,0.266498448668763,0.374523008920379,0.106695880241835,0.106834208976411,0.785561077400826,0.892395286377237
"Run: 886 Cov: medium",886,0.5,0.219441493758287,0.287668064486866,0.341332593583067,0.0745827086129766,0.0766316759228497,0.84844215182822,0.92507382775107
"Run: 886 Cov: high",886,0.9,0.281392435882402,0.29314374900296,0.30452487171591,0.05321642913202,0.0583793151888057,0.879061056601272,0.937440371790078
"Run: 887 Cov: none",887,0,0.120729159457188,0.255456272188496,0.364766609400172,0.121195445036443,0.137898576797524,0.740952041045855,0.878850617843379
"Run: 887 Cov: low",887,0.1,0.142519083216882,0.251904817445485,0.37182567954529,0.106674966065966,0.120597379502011,0.766249580207657,0.886846959709669
"Run: 887 Cov: medium",887,0.5,0.219613521386643,0.287968768536352,0.348035572289498,0.0743042345762843,0.064602936782986,0.855617862212493,0.920220798995478
"Run: 887 Cov: high",887,0.9,0.28387796575292,0.29603888847093,0.305114908563601,0.0548961033515433,0.0605092204728803,0.885031762787451,0.945540983260331
"Run: 888 Cov: none",888,0,0.12500728606924,0.248374100296214,0.383734224161058,0.121140455897969,0.129255362604679,0.757115610526512,0.886370973131191
"Run: 888 Cov: low",888,0.1,0.145106442654877,0.263973575168353,0.370135751280983,0.10802593706831,0.114925404984931,0.779215769104214,0.894141174089145
"Run: 888 Cov: medium",888,0.5,0.222175723583153,0.277085152580717,0.341079430598771,0.0700785384773915,0.087535153031263,0.840340306762641,0.927875459793904
"Run: 888 Cov: high",888,0.9,0.284413889770688,0.298365979682202,0.309617668079953,0.0549548174699278,0.0602361387523136,0.892397537532844,0.952633676285158
"Run: 889 Cov: none",889,0,0.125822724334827,0.263064299771117,0.374409452390579,0.132210940547031,0.104020818647779,0.763296476496523,0.867317295144303
"Run: 889 Cov: low",889,0.1,0.15340884200427,0.258571252317059,0.370766168351118,0.107519436773627,0.115511868723104,0.782746262672447,0.898258131395551
"Run: 889 Cov: medium",889,0.5,0.219527343568033,0.287285377989691,0.342444444794186,0.0722199520711648,0.0761054300073819,0.84925716635191,0.925362596359292
"Run: 889 Cov: high",889,0.9,0.285730264894749,0.300131234218139,0.308161518473723,0.0555248113993436,0.0480636519997269,0.894023017586611,0.942086669586338
"Run: 890 Cov: none",890,0,0.119972911357051,0.238467789466039,0.375831709128936,0.119447345104545,0.133737570286854,0.734272409952027,0.868009980238881
"Run: 890 Cov: low",890,0.1,0.150448522015818,0.261411227813207,0.368600190536778,0.107609309152626,0.106864545936294,0.780459940365802,0.887324486302096
"Run: 890 Cov: medium",890,0.5,0.222251874393752,0.288044260703117,0.342484666858667,0.0746856118704774,0.0698815828810759,0.852780801955536,0.922662384836612
"Run: 890 Cov: high",890,0.9,0.286656558747879,0.298495647992183,0.310761589431782,0.0555843747067591,0.0476477540639056,0.895913796171844,0.94356155023575
"Run: 891 Cov: none",891,0,0.125513362518905,0.253822823615702,0.377633202546736,0.127957186932799,0.113594770078855,0.756969388681343,0.870564158760198
"Run: 891 Cov: low",891,0.1,0.143677999285916,0.26897778093479,0.377822980326181,0.106803618281451,0.1064295115703,0.790478760546888,0.896908272117189
"Run: 891 Cov: medium",891,0.5,0.221312599990617,0.284932546875607,0.347602912390171,0.0728943693246311,0.0841823010955789,0.853848059256396,0.938030360351975
"Run: 891 Cov: high",891,0.9,0.282572824519177,0.295919415133381,0.307984414943083,0.0565355872253682,0.0571632947241911,0.886476654595641,0.943639949319832
"Run: 892 Cov: none",892,0,0.120623148679554,0.250588649172689,0.383455379559468,0.127418340956524,0.118849623127209,0.754667177411711,0.87351680053892
"Run: 892 Cov: low",892,0.1,0.145262296303513,0.258734814789148,0.365976870154403,0.108612030577364,0.115763039374947,0.769973981247064,0.885737020622012
"Run: 892 Cov: medium",892,0.5,0.219827356294397,0.285146502715956,0.343939263280704,0.0740322931475729,0.0774263062734517,0.848913122291057,0.926339428564508
"Run: 892 Cov: high",892,0.9,0.285690074176909,0.297771123345547,0.305289453679229,0.0563091414837653,0.0490503256758605,0.888750651201685,0.937800976877546
"Run: 893 Cov: none",893,0,0.130504116628898,0.255669146550957,0.384747360575948,0.128824350722601,0.113320052600055,0.770920623755803,0.884240676355858
"Run: 893 Cov: low",893,0.1,0.156878281035066,0.257284723664905,0.373018431130518,0.110169378518324,0.104259129741751,0.78718143583049,0.891440565572241
"Run: 893 Cov: medium",893,0.5,0.224990082261763,0.28572677325003,0.35109025927753,0.0736928184073889,0.0740904971325214,0.861807114789323,0.935897611921844
"Run: 893 Cov: high",893,0.9,0.282849075574112,0.293589513782777,0.305533704875429,0.0546427711675587,0.0617581427043947,0.881972294232318,0.943730436936713
"Run: 894 Cov: none",894,0,0.125821457077564,0.247607036482696,0.386985547033845,0.125499065230186,0.106771427688894,0.760414040594105,0.867185468282999
"Run: 894 Cov: low",894,0.1,0.14365730152454,0.260615435798519,0.376314208899421,0.108121929278774,0.108833779706139,0.78058694622248,0.889420725928619
"Run: 894 Cov: medium",894,0.5,0.225937259572135,0.288001932999866,0.344202216562864,0.0730222813178984,0.0630724431877036,0.858141409134865,0.921213852322568
