"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_gamma","Variance_epsilon","Variance_total_marginal","Variance_total_conditional"
"Run: 467 Cov: medium",467,0.5,0.22243124149356,0.290691400388026,0.345843415587685,0.0667219024756411,0.0743120400550877,0.858966057469271,0.925687959944912
"Run: 467 Cov: high",467,0.9,0.281489283363785,0.294572919910033,0.307108887533059,0.0611919666231671,0.0556369425699554,0.883171090806878,0.944363057430045
"Run: 468 Cov: none",468,0,0.135569917296357,0.256698275460133,0.388974913627464,0.091422521843511,0.127334371772535,0.781243106383954,0.872665628227465
"Run: 468 Cov: low",468,0.1,0.145034088760707,0.270808102891412,0.368270005873236,0.103327761851835,0.11256004062281,0.784112197525355,0.88743995937719
"Run: 468 Cov: medium",468,0.5,0.223644195334223,0.285004467467838,0.34091644547116,0.0778794269511835,0.0725554647755953,0.849565108273221,0.927444535224405
"Run: 468 Cov: high",468,0.9,0.285437499175959,0.297781192278757,0.307242007292989,0.0538898463454981,0.0556494549067973,0.890460698747705,0.944350545093203
"Run: 469 Cov: none",469,0,0.124553939193809,0.246744134236702,0.377639683492581,0.128158888067867,0.122903355009041,0.748937756923092,0.877096644990959
"Run: 469 Cov: low",469,0.1,0.141373759218975,0.265117247442922,0.380904048571292,0.101051321144443,0.111553623622368,0.787395055233189,0.888446376377632
"Run: 469 Cov: medium",469,0.5,0.218526209422098,0.2797537695414,0.343330653440045,0.0839486654672649,0.0744407021291927,0.841610632403542,0.925559297870807
"Run: 469 Cov: high",469,0.9,0.282731161411855,0.29878836533755,0.307878859472709,0.055412331346818,0.0551892824310678,0.889398386222114,0.944810717568932
"Run: 470 Cov: none",470,0,0.122461114104929,0.245475395646713,0.370329169649255,0.137759369545685,0.123974951053417,0.738265679400897,0.876025048946583
"Run: 470 Cov: low",470,0.1,0.145061823408722,0.257835761277129,0.380563603604408,0.10664865751478,0.109890154194961,0.783461188290259,0.890109845805039
"Run: 470 Cov: medium",470,0.5,0.217129049286787,0.283426426737936,0.342137384666457,0.086226667287909,0.0710804720209111,0.84269286069118,0.928919527979089
"Run: 470 Cov: high",470,0.9,0.281387032134887,0.29533708317006,0.306095630747958,0.061109204908023,0.0560710490390717,0.882819746052905,0.943928950960928
"Run: 471 Cov: none",471,0,0.121663717218028,0.251511854091309,0.372868882575072,0.128986786338024,0.124968759777566,0.74604445388441,0.875031240222434
"Run: 471 Cov: low",471,0.1,0.149085006207918,0.256701074111834,0.36975216537134,0.113787494880821,0.110674259428087,0.775538245691092,0.889325740571913
"Run: 471 Cov: medium",471,0.5,0.216312518076079,0.279383940490192,0.34131458021637,0.089341467735379,0.0736474934819806,0.83701103878264,0.926352506518019
"Run: 471 Cov: high",471,0.9,0.284473825958461,0.295671084464922,0.306026734984505,0.0593117073858089,0.0545166472063034,0.886171645407888,0.945483352793697
"Run: 472 Cov: none",472,0,0.12084664263053,0.250794204905994,0.373007586668988,0.130235622682395,0.125115943112093,0.744648434205512,0.874884056887907
"Run: 472 Cov: low",472,0.1,0.153935534564719,0.257690848196403,0.378766648913229,0.0973978720496686,0.11220909627598,0.790393031674352,0.88779090372402
"Run: 472 Cov: medium",472,0.5,0.223504728863634,0.279315785038686,0.341350938831947,0.0813150275653246,0.0745135197004086,0.844171452734267,0.925486480299591
"Run: 472 Cov: high",472,0.9,0.282472358379622,0.292914191855259,0.305299366734455,0.0631950527014215,0.056119030329242,0.880685916969336,0.943880969670758
"Run: 473 Cov: none",473,0,0.132607532568632,0.249321895726665,0.367289258809988,0.124486492418572,0.126294820476143,0.749218687105285,0.873705179523857
"Run: 473 Cov: low",473,0.1,0.149660479678624,0.259243801943453,0.369953570933216,0.113548574424792,0.107593573019916,0.778857852555293,0.892406426980084
"Run: 473 Cov: medium",473,0.5,0.223084027842138,0.289690320831132,0.342979579716625,0.0714239735768857,0.0728220980332194,0.855753928389895,0.927177901966781
"Run: 473 Cov: high",473,0.9,0.286210744064602,0.297712883018041,0.307054767806684,0.0533090962086751,0.0557125089019983,0.890978394889327,0.944287491098002
"Run: 474 Cov: none",474,0,0.121775003716522,0.261705448344747,0.368817822883089,0.121662912808429,0.126038812247212,0.752298274944358,0.873961187752788
"Run: 474 Cov: low",474,0.1,0.14396029247939,0.248684818109642,0.387708617572207,0.110999050217295,0.108647221621465,0.78035372816124,0.891352778378535
"Run: 474 Cov: medium",474,0.5,0.22138202217302,0.283329443589094,0.340321607872923,0.0832021708934135,0.0717647554715501,0.845033073635036,0.92823524452845
"Run: 474 Cov: high",474,0.9,0.286874257790207,0.299615405627349,0.311356615883793,0.0470664649437719,0.0550872557548793,0.897846279301349,0.944912744245121
"Run: 475 Cov: none",475,0,0.12355028002302,0.255261380480899,0.3666572601538,0.134415446826132,0.120115632516149,0.745468920657719,0.879884367483851
"Run: 475 Cov: low",475,0.1,0.145292130073833,0.260182118025616,0.374409028901665,0.114487695356224,0.105629027642662,0.779883277001113,0.894370972357338
"Run: 475 Cov: medium",475,0.5,0.225813523052213,0.286519077047654,0.34352141214307,0.0706649888817233,0.0734809988753403,0.855854012242936,0.92651900112466
"Run: 475 Cov: high",475,0.9,0.28560766130131,0.300031769266942,0.308549609647607,0.0511731626249103,0.0546377971592295,0.89418904021586,0.945362202840771
"Run: 476 Cov: none",476,0,0.118577356194964,0.244072097904292,0.372877792887939,0.141728607324387,0.122744145688418,0.735527246987195,0.877255854311582
"Run: 476 Cov: low",476,0.1,0.150078557734425,0.251769895486155,0.37781817258274,0.106376488588989,0.11395688560769,0.779666625803321,0.88604311439231
"Run: 476 Cov: medium",476,0.5,0.222529843906255,0.286482944848907,0.34396203403351,0.0723019479105595,0.074723229300768,0.852974822788672,0.925276770699232
"Run: 476 Cov: high",476,0.9,0.285963180333568,0.297193981157357,0.31005465752914,0.0522288975066547,0.0545592834732805,0.893211819020065,0.945440716526719
"Run: 477 Cov: none",477,0,0.132657481488133,0.254434567231069,0.362081586909917,0.124025989379295,0.126800374991586,0.749173635629119,0.873199625008414
"Run: 477 Cov: low",477,0.1,0.14012071846467,0.264036481369709,0.371114362054559,0.117734447553856,0.106993990557207,0.775271561888937,0.893006009442793
"Run: 477 Cov: medium",477,0.5,0.225804384255411,0.29065626981846,0.349115884782593,0.0610104083614895,0.0734130527820459,0.865576538856465,0.926586947217954
"Run: 477 Cov: high",477,0.9,0.285036086564187,0.296632579168892,0.306708876837935,0.057326825672803,0.0542956317561832,0.888377542571014,0.945704368243817
"Run: 478 Cov: none",478,0,0.12349628025303,0.24991453895258,0.375069336804934,0.123498594979599,0.128021249009857,0.748480156010544,0.871978750990143
"Run: 478 Cov: low",478,0.1,0.14657682544682,0.268066779322985,0.375601999396636,0.0961159928989596,0.1136384029346,0.790245604166441,0.8863615970654
"Run: 478 Cov: medium",478,0.5,0.219686218939755,0.285263316147254,0.343818451174928,0.0770016349459682,0.0742303787920945,0.848767986261937,0.925769621207906
"Run: 478 Cov: high",478,0.9,0.28450319009739,0.297335134866853,0.306272650436654,0.0568211199160382,0.0550679046830644,0.888110975400897,0.944932095316936
"Run: 479 Cov: none",479,0,0.127574445623223,0.246126082498354,0.37993688849292,0.121936871571766,0.124425711813737,0.753637416614497,0.875574288186263
"Run: 479 Cov: low",479,0.1,0.148609306264719,0.25916139133248,0.377749473151522,0.103358133353059,0.111121695898221,0.785520170748721,0.888878304101779
"Run: 479 Cov: medium",479,0.5,0.226511664449446,0.286503178120643,0.346298756329674,0.0678402070778582,0.0728461940223788,0.859313598899763,0.927153805977621
"Run: 479 Cov: high",479,0.9,0.284157878320384,0.29732031123406,0.309215959196255,0.0547330649993725,0.0545727862499286,0.890694148750699,0.945427213750071
"Run: 480 Cov: none",480,0,0.130319359174244,0.247198453247865,0.377185616693613,0.121363660772615,0.123932910111664,0.754703429115722,0.876067089888336
"Run: 480 Cov: low",480,0.1,0.145161694206441,0.257831120106509,0.357219909507798,0.133030862842099,0.106756413337152,0.760212723820749,0.893243586662848
"Run: 480 Cov: medium",480,0.5,0.223774676838307,0.284697618099324,0.345039784289771,0.0741607500054519,0.0723271707671463,0.853512079227402,0.927672829232854
"Run: 480 Cov: high",480,0.9,0.288717673747004,0.300423408012631,0.309063370674957,0.0471428048532082,0.0546527427122006,0.898204452434591,0.945347257287799
"Run: 481 Cov: none",481,0,0.125187132239709,0.252455749565692,0.371161999122472,0.128038372773056,0.123156746299072,0.748804880927872,0.876843253700928
"Run: 481 Cov: low",481,0.1,0.151169876010362,0.261730197229742,0.375031999260889,0.102837526468976,0.109230401030031,0.787932072500993,0.890769598969969
"Run: 481 Cov: medium",481,0.5,0.218136014216918,0.284153288498735,0.338267870568077,0.0859559730043762,0.073486853711894,0.84055717328373,0.926513146288106
"Run: 481 Cov: high",481,0.9,0.2843225608135,0.298006324388636,0.308505630634816,0.0551505917777208,0.0540148923853275,0.890834515836952,0.945985107614672
"Run: 482 Cov: none",482,0,0.129598732993301,0.244076865571287,0.380312764660503,0.122629878704105,0.123381758070804,0.753988363225091,0.876618241929196
"Run: 482 Cov: low",482,0.1,0.146449102927,0.270380631347131,0.371491999199985,0.107290304161256,0.104387962364628,0.788321733474116,0.895612037635372
"Run: 482 Cov: medium",482,0.5,0.224229329767592,0.281905534303177,0.344213336283065,0.0765584107750113,0.073093388871155,0.850348200353834,0.926906611128845
"Run: 482 Cov: high",482,0.9,0.28541927135293,0.298604300208041,0.308102549389433,0.0511928964640496,0.0566809825855463,0.892126120950404,0.943319017414454
"Run: 483 Cov: none",483,0,0.128840373671859,0.246135489414106,0.370455501238205,0.129271377778353,0.125297257897476,0.745431364324171,0.874702742102524
"Run: 483 Cov: low",483,0.1,0.145747306247,0.259048714450426,0.371002039042785,0.11468567746057,0.10951626279922,0.77579805974021,0.89048373720078
"Run: 483 Cov: medium",483,0.5,0.219808338063624,0.284001504613004,0.340847492716323,0.0838480073985351,0.0714946572085148,0.84465733539295,0.928505342791485
"Run: 483 Cov: high",483,0.9,0.284364784972192,0.29648649458188,0.305139258246256,0.0590772664418452,0.0549321957578276,0.885990537800327,0.945067804242172
"Run: 484 Cov: none",484,0,0.120621921698814,0.246184407518534,0.385441326028576,0.120306876551365,0.12744546820271,0.752247655245924,0.87255453179729
"Run: 484 Cov: low",484,0.1,0.148115769735231,0.25990508746597,0.374823577465471,0.105547977958676,0.111607587374651,0.782844434666673,0.888392412625349
"Run: 484 Cov: medium",484,0.5,0.220274565934853,0.289155879904365,0.350110882462835,0.0656432342772917,0.0748154374206556,0.859541328302053,0.925184562579344
"Run: 484 Cov: high",484,0.9,0.285540238543414,0.297855148634472,0.307909682835793,0.0543945234149858,0.0543004065713348,0.891305070013679,0.945699593428665
"Run: 485 Cov: none",485,0,0.126027554001322,0.247833395362623,0.373248868259003,0.124815093117757,0.128075089259295,0.747109817622948,0.871924910740705
"Run: 485 Cov: low",485,0.1,0.143370631002788,0.269165389036667,0.37780574066181,0.0972799802291572,0.112378259069577,0.790341760701265,0.887621740930423
"Run: 485 Cov: medium",485,0.5,0.216315417588334,0.287501268307016,0.340080704988194,0.079860433136123,0.0762421759803332,0.843897390883544,0.923757824019667
"Run: 485 Cov: high",485,0.9,0.287861539988391,0.301375735034362,0.309638751163583,0.0462784540656676,0.0548455197479971,0.898876026186335,0.945154480252003
"Run: 486 Cov: none",486,0,0.122249801401856,0.245662750696663,0.371708967401453,0.129515620803121,0.130862859696907,0.739621519499972,0.869137140303093
"Run: 486 Cov: low",486,0.1,0.15381748930309,0.259547030228974,0.370456540513306,0.109140525543297,0.107038414411333,0.78382106004537,0.892961585588667
"Run: 486 Cov: medium",486,0.5,0.223913509212773,0.284311724329278,0.345536839155213,0.0731049958068961,0.0731329314958402,0.853762072697264,0.92686706850416
"Run: 486 Cov: high",486,0.9,0.281904930724035,0.295855580772115,0.308895499652577,0.05939332946421,0.0539506593870634,0.886656011148726,0.946049340612937
"Run: 487 Cov: none",487,0,0.128494483675533,0.257330989045788,0.365266764942961,0.123487147385783,0.125420614949935,0.751092237664282,0.874579385050065
"Run: 487 Cov: low",487,0.1,0.156212404542329,0.259368366632715,0.376218120338958,0.100029860559525,0.108171247926474,0.791798891514002,0.891828752073526
"Run: 487 Cov: medium",487,0.5,0.226059098607501,0.283706179169259,0.343176100227471,0.0719698370271778,0.0750887849685904,0.852941378004232,0.92491121503141
"Run: 487 Cov: high",487,0.9,0.284397669976101,0.29759392455041,0.306568026604976,0.0559460384083232,0.0554943404601904,0.888559621131486,0.94450565953981
"Run: 488 Cov: none",488,0,0.134785549896059,0.249380723883514,0.370907484841895,0.118536420753386,0.126389820625146,0.755073758621468,0.873610179374854
"Run: 488 Cov: low",488,0.1,0.148576834640377,0.264735346564476,0.378452275153289,0.0996878632266245,0.108547680415234,0.791764456358141,0.891452319584766
"Run: 488 Cov: medium",488,0.5,0.220824885472518,0.285428133360561,0.337709592104857,0.083236895668711,0.0728004933933533,0.843962610937936,0.927199506606647
"Run: 488 Cov: high",488,0.9,0.283817476411231,0.296811608814267,0.305100040731864,0.0594708602509142,0.0548000137917243,0.885729125957362,0.945199986208276
"Run: 489 Cov: none",489,0,0.117400473945157,0.247023667828972,0.371064183798114,0.140419760733122,0.124091913694635,0.735488325572243,0.875908086305365
"Run: 489 Cov: low",489,0.1,0.15157063957054,0.257307888794404,0.389856260259744,0.0912499477595288,0.110015263615783,0.798734788624688,0.889984736384217
"Run: 489 Cov: medium",489,0.5,0.221933901373804,0.288930892594752,0.341321250824811,0.0732501826657169,0.0745637725409165,0.852186044793367,0.925436227459083
"Run: 489 Cov: high",489,0.9,0.28696439343254,0.300551932145244,0.31037903883669,0.0462910472968635,0.055813588288662,0.897895364414474,0.944186411711338
"Run: 490 Cov: none",490,0,0.121373171067213,0.255944718482332,0.382997706039943,0.111409510115064,0.128274894295448,0.760315595589488,0.871725105704552
"Run: 490 Cov: low",490,0.1,0.146381190847176,0.25998679661119,0.372189799445413,0.112969493917591,0.108472719178631,0.778557786903779,0.891527280821369
"Run: 490 Cov: medium",490,0.5,0.220978575173553,0.289323093279851,0.343186091086173,0.0719749112237084,0.0745373292367144,0.853487759539577,0.925462670763286
"Run: 490 Cov: high",490,0.9,0.284491884208102,0.29770294582206,0.306634230094818,0.0573806733514666,0.0537902665235538,0.88882906012498,0.946209733476446
"Run: 491 Cov: none",491,0,0.123264461390868,0.248166282782798,0.368630934957183,0.136746449823515,0.123191871045635,0.740061679130849,0.876808128954365
"Run: 491 Cov: low",491,0.1,0.14274086994352,0.260792392272662,0.36237651654238,0.125589377562547,0.108500843678891,0.765909778758562,0.891499156321109
"Run: 491 Cov: medium",491,0.5,0.221623125631401,0.29019419872237,0.345478635498341,0.0675996356231708,0.0751044045247172,0.857295959852112,0.924895595475283
"Run: 491 Cov: high",491,0.9,0.283769775834757,0.296600829266799,0.307132315396308,0.055594493494656,0.0569025860074794,0.887502920497865,0.943097413992521
"Run: 492 Cov: none",492,0,0.132456568032096,0.248725978575218,0.386249325158619,0.107232659984878,0.12533546824919,0.767431871765932,0.87466453175081
"Run: 492 Cov: low",492,0.1,0.148450776807107,0.252870514132481,0.377981907462899,0.114301903075151,0.106394898522362,0.779303198402487,0.893605101477638
"Run: 492 Cov: medium",492,0.5,0.21716344274693,0.285465307759561,0.337197749324402,0.0869139791195334,0.0732595210495743,0.839826499830892,0.926740478950426
"Run: 492 Cov: high",492,0.9,0.286078357838013,0.296166850057031,0.307010474793749,0.0553105311041367,0.0554337862070705,0.889255682688793,0.944566213792929
"Run: 493 Cov: none",493,0,0.133277397280308,0.259979904249502,0.368087921830384,0.110635425038746,0.128019351601059,0.761345223360195,0.871980648398941
"Run: 493 Cov: low",493,0.1,0.147514777522927,0.259846281718424,0.378242108921489,0.107494295654637,0.106902536182522,0.78560316816284,0.893097463817478
"Run: 493 Cov: medium",493,0.5,0.223097900853544,0.286267057909354,0.349994155257674,0.0683330853039584,0.0723078006754689,0.859359114020573,0.927692199324531
"Run: 493 Cov: high",493,0.9,0.286007606695657,0.298398804983088,0.307910158810338,0.0526268497074399,0.055056579803476,0.892316570489084,0.944943420196524
"Run: 494 Cov: none",494,0,0.12600301647113,0.252081333764634,0.370743749405758,0.124711718580212,0.126460181778266,0.748828099641522,0.873539818221734
"Run: 494 Cov: low",494,0.1,0.147631784136893,0.260285887526491,0.379609389895348,0.101992423736978,0.110480514704289,0.787527061558733,0.889519485295711
"Run: 494 Cov: medium",494,0.5,0.22130271576685,0.290805150871054,0.341293428428965,0.0744623581802739,0.0721363467528559,0.85340129506687,0.927863653247144
"Run: 494 Cov: high",494,0.9,0.284433332133738,0.296545159115167,0.309749511584835,0.0549301344193941,0.0543418627468659,0.89072800283374,0.945658137253134
"Run: 495 Cov: none",495,0,0.120896380097814,0.248875391924988,0.387965757758832,0.11623283613853,0.126029634079835,0.757737529781634,0.873970365920165
"Run: 495 Cov: low",495,0.1,0.145721921642117,0.261714150100358,0.369748814209632,0.113904280793059,0.108910833254833,0.777184885952107,0.891089166745167
"Run: 495 Cov: medium",495,0.5,0.220398846030452,0.292376293703864,0.353832844930543,0.0592043453936847,0.0741876699414558,0.86660798466486,0.925812330058544
"Run: 495 Cov: high",495,0.9,0.28280881451172,0.294646575817374,0.305199940184559,0.0630265128271225,0.0543181566592246,0.882655330513653,0.945681843340775
"Run: 496 Cov: none",496,0,0.119120194876011,0.246694401572714,0.376920834332158,0.134927504951758,0.122337064267359,0.742735430780883,0.877662935732641
"Run: 496 Cov: low",496,0.1,0.146335800351964,0.256825567547601,0.376795011974047,0.108687908917209,0.111355711209179,0.779956379873613,0.888644288790821
"Run: 496 Cov: medium",496,0.5,0.216762405098736,0.286466801436935,0.345167248190572,0.0809078578191822,0.0706956874545742,0.848396454726244,0.929304312545426
"Run: 496 Cov: high",496,0.9,0.28705633999159,0.297717054306565,0.308796104525896,0.0520232488521827,0.0544072523237666,0.893569498824051,0.945592747676233
"Run: 497 Cov: none",497,0,0.124818498869164,0.256606404731715,0.378416726606387,0.110439468440153,0.129718901352581,0.759841630207266,0.870281098647419
"Run: 497 Cov: low",497,0.1,0.146795291830307,0.26162781029462,0.363190796114252,0.121242874169817,0.107143227591004,0.771613898239179,0.892856772408996
"Run: 497 Cov: medium",497,0.5,0.215966903938516,0.292436111316687,0.342025989639902,0.0780430815324666,0.0715279135724292,0.850429004895104,0.928472086427571
"Run: 497 Cov: high",497,0.9,0.285956684001062,0.299001643125714,0.30996480858127,0.0492852448017461,0.0557916194902081,0.894923135708046,0.944208380509792
"Run: 498 Cov: none",498,0,0.126257052948485,0.254539908733904,0.373375183737457,0.125806628638389,0.120021225941765,0.754172145419846,0.879978774058235
"Run: 498 Cov: low",498,0.1,0.141364119030512,0.256698612852054,0.37204354985434,0.122583682490001,0.107310035773093,0.770106281736906,0.892689964226907
"Run: 498 Cov: medium",498,0.5,0.219308218579445,0.29079802704358,0.346765168675414,0.0684388671533222,0.0746897185482386,0.856871414298439,0.925310281451761
"Run: 498 Cov: high",498,0.9,0.289105870732419,0.300664295849371,0.311860508446844,0.0429323198190338,0.0554370051523313,0.901630675028635,0.944562994847669
"Run: 499 Cov: none",499,0,0.118008933997004,0.255131275570478,0.376658600987004,0.122493959178046,0.127707230267468,0.749798810554486,0.872292769732532
"Run: 499 Cov: low",499,0.1,0.141121705814799,0.2602012988478,0.371943704195989,0.119270022681232,0.10746326846018,0.773266708858589,0.89253673153982
"Run: 499 Cov: medium",499,0.5,0.218650398333165,0.286023309810485,0.350881691203083,0.0671690278794037,0.0772755727738632,0.855555399346733,0.922724427226137
"Run: 499 Cov: high",499,0.9,0.280703191847976,0.293035024016089,0.304116852927594,0.0663577466525558,0.055787184555785,0.877855068791659,0.944212815444215
"Run: 500 Cov: none",500,0,0.122103583135679,0.248395573553446,0.384930370871993,0.11439677203206,0.130173700406823,0.755429527561118,0.869826299593177
"Run: 500 Cov: low",500,0.1,0.147804042417756,0.254478975587882,0.376258915386057,0.115559828289533,0.105898238318772,0.778541933391695,0.894101761681228
"Run: 500 Cov: medium",500,0.5,0.21455123277958,0.285137307021702,0.342813970473332,0.0844585825422978,0.0730389071830881,0.842502510274614,0.926961092816912
"Run: 500 Cov: high",500,0.9,0.286965257593967,0.300873881572281,0.310339389399791,0.046536322839094,0.0552851485948666,0.89817852856604,0.944714851405133
"Run: 501 Cov: none",501,0,0.127598869489154,0.257258883971051,0.35629470938184,0.134249599714815,0.12459793744314,0.741152462842045,0.87540206255686
"Run: 501 Cov: low",501,0.1,0.149957931804973,0.258974143445135,0.375398965937875,0.106974289888489,0.108694668923528,0.784331041187983,0.891305331076472
"Run: 501 Cov: medium",501,0.5,0.224019969017326,0.287369582453911,0.346467198776984,0.0668475603269178,0.0752956894248606,0.857856750248222,0.924704310575139
"Run: 501 Cov: high",501,0.9,0.28445888456179,0.297775053496432,0.306791146109514,0.0542752731906742,0.0566996426415902,0.889025084167736,0.94330035735841
"Run: 502 Cov: none",502,0,0.12688118721338,0.254695015057104,0.380412155129714,0.105792505615482,0.132219136984321,0.761988357400197,0.867780863015679
"Run: 502 Cov: low",502,0.1,0.141863021137482,0.255821998612025,0.3739353980799,0.12142631468874,0.106953267481853,0.771620417829407,0.893046732518147
"Run: 502 Cov: medium",502,0.5,0.219446762026229,0.287611163857696,0.341419112365187,0.0771956364368137,0.0743273253140744,0.848477038249112,0.925672674685926
"Run: 502 Cov: high",502,0.9,0.283370372311608,0.296987849772854,0.307870120865928,0.0551594451166163,0.0566122119329945,0.888228342950389,0.943387788067006
"Run: 503 Cov: none",503,0,0.125076058940766,0.255348598696686,0.371347873690075,0.12525627964736,0.122971189025112,0.751772531327527,0.877028810974888
"Run: 503 Cov: low",503,0.1,0.144895616002823,0.261205552432818,0.372266647904236,0.110562802477696,0.111069381182427,0.778367816339876,0.888930618817573
"Run: 503 Cov: medium",503,0.5,0.221772297297665,0.283357118911829,0.343834281956017,0.0789921390024726,0.0720441628320168,0.848963698165511,0.927955837167983
"Run: 503 Cov: high",503,0.9,0.284974264934922,0.296365379318009,0.309051715041227,0.0546803190843027,0.0549283216215389,0.890391359294158,0.945071678378461
"Run: 504 Cov: none",504,0,0.121169495239467,0.248245618508654,0.364264167200449,0.144263093502695,0.122057625548736,0.733679280948569,0.877942374451264
"Run: 504 Cov: low",504,0.1,0.146253392354064,0.258077532286581,0.375697959324732,0.106368644076142,0.113602471958479,0.780028883965378,0.886397528041521
"Run: 504 Cov: medium",504,0.5,0.220248248870145,0.2852349415024,0.344038864473268,0.0783113399695063,0.0721666051846807,0.849522054845813,0.927833394815319
"Run: 504 Cov: high",504,0.9,0.286716413422231,0.30106464959279,0.309162135894993,0.047306358443326,0.0557504426466602,0.896943198910014,0.94424955735334
"Run: 505 Cov: none",505,0,0.126841580277489,0.260672712874984,0.38154495014877,0.108938889369722,0.122001867329035,0.769059243301243,0.877998132670965
"Run: 505 Cov: low",505,0.1,0.143600835490048,0.264319346188579,0.365997812982744,0.115228097100084,0.110853908238545,0.773917994661371,0.889146091761455
"Run: 505 Cov: medium",505,0.5,0.222534295462501,0.290327316642944,0.345890115531707,0.0657414327724714,0.0755068395903759,0.858751727637153,0.924493160409624
"Run: 505 Cov: high",505,0.9,0.282379716593543,0.296675816725341,0.304856993263557,0.0616050307469619,0.0544824426705968,0.883912526582441,0.945517557329403
"Run: 506 Cov: none",506,0,0.128452340806503,0.254925786344733,0.368156691337908,0.118783807899253,0.129681373611604,0.751534818489143,0.870318626388396
"Run: 506 Cov: low",506,0.1,0.14566964347985,0.262229328638571,0.376838042248667,0.109088727678078,0.106174257954833,0.784737014367089,0.893825742045167
"Run: 506 Cov: medium",506,0.5,0.225725320047469,0.288971384385363,0.34483660728955,0.0685744668629627,0.0718922214146553,0.859533311722382,0.928107778585345
"Run: 506 Cov: high",506,0.9,0.281937097063044,0.292614930222812,0.306508137989284,0.0627657003573028,0.0561741343675575,0.88106016527514,0.943825865632443
"Run: 507 Cov: none",507,0,0.1269511729968,0.240842360500248,0.36800328548429,0.141055275360695,0.123147905657967,0.735796818981338,0.876852094342033
"Run: 507 Cov: low",507,0.1,0.143180758621774,0.262062611866812,0.36301091454738,0.12282062009929,0.108925094864744,0.768254285035966,0.891074905135256
"Run: 507 Cov: medium",507,0.5,0.217205707930082,0.280632189149335,0.33440283684913,0.0934012296647978,0.0743580364066545,0.832240733928548,0.925641963593345
"Run: 507 Cov: high",507,0.9,0.286788399043119,0.300259593239115,0.30987046520315,0.0474022530930055,0.0556792894216098,0.896918457485385,0.94432071057839
"Run: 508 Cov: none",508,0,0.120983943620491,0.258614010137586,0.359901290588988,0.134827501382926,0.125673254270009,0.739499244347065,0.874326745729991
"Run: 508 Cov: low",508,0.1,0.146379402822373,0.255678567899331,0.372565332113815,0.113891119185125,0.111485577979356,0.774623302835519,0.888514422020644
"Run: 508 Cov: medium",508,0.5,0.216561400410079,0.287073518650792,0.34780090267489,0.0758817856563008,0.0726823926079374,0.851435821735762,0.927317607392063
"Run: 508 Cov: high",508,0.9,0.288545754451013,0.299552594847082,0.307922932754269,0.0490902177905649,0.0548885001570715,0.896021282052364,0.945111499842929
"Run: 509 Cov: none",509,0,0.129757163698129,0.244366887279931,0.36875984208816,0.135417970080223,0.121698136853557,0.74288389306622,0.878301863146443
"Run: 509 Cov: low",509,0.1,0.147230757529621,0.258606539324295,0.376863695482893,0.105470561083782,0.111828446579409,0.782700992336809,0.888171553420591
"Run: 509 Cov: medium",509,0.5,0.223855085489479,0.293049292213923,0.356656101634726,0.0541786443378658,0.0722608763240054,0.873560479338129,0.927739123675995
"Run: 509 Cov: high",509,0.9,0.282452122786984,0.293968998908701,0.304728934312545,0.0636387781100091,0.0552111658817603,0.881150056008231,0.94478883411824
"Run: 510 Cov: none",510,0,0.128146719010861,0.247229549465821,0.380313531416656,0.121386048650928,0.122924151455734,0.755689799893338,0.877075848544266
"Run: 510 Cov: low",510,0.1,0.145861269334155,0.27141996310579,0.3700029251974,0.101747625981079,0.110968216381576,0.787284157637345,0.889031783618424
"Run: 510 Cov: medium",510,0.5,0.225103742939906,0.29368734731143,0.346917304910926,0.0601255350155457,0.0741660698221925,0.865708395162262,0.925833930177807
"Run: 510 Cov: high",510,0.9,0.284837244291213,0.297934351462891,0.307030513456028,0.0549578379888181,0.0552400528010493,0.889802109210133,0.944759947198951
"Run: 511 Cov: none",511,0,0.136912076080683,0.251990874718916,0.373447429081176,0.111772179665929,0.125877440453296,0.762350379880775,0.874122559546704
"Run: 511 Cov: low",511,0.1,0.153576365222485,0.261175385045644,0.380264204932545,0.0956788647285143,0.109305180070812,0.795015955200674,0.890694819929188
"Run: 511 Cov: medium",511,0.5,0.227851832518098,0.289717981997219,0.347175248736648,0.0628737034684994,0.0723812332795355,0.864745063251965,0.927618766720465
"Run: 511 Cov: high",511,0.9,0.285161154529164,0.298757655898399,0.309000320133695,0.0520444144031277,0.0550364550356153,0.892919130561257,0.944963544964385
"Run: 512 Cov: none",512,0,0.125725999366533,0.264241953853398,0.371230843720647,0.113138301501501,0.125662901557921,0.761198796940578,0.874337098442079
"Run: 512 Cov: low",512,0.1,0.149278671890761,0.266456293283042,0.369431302955353,0.107130725264004,0.107703006606841,0.785166268129156,0.892296993393159
"Run: 512 Cov: medium",512,0.5,0.21863910335818,0.291465807713696,0.348331762382807,0.0680928529924171,0.0734704735529,0.858436673454683,0.9265295264471
"Run: 512 Cov: high",512,0.9,0.285185159244583,0.296160496595991,0.307058575240881,0.0552163390094273,0.0563794299091183,0.888404231081454,0.943620570090882
"Run: 513 Cov: none",513,0,0.121684579984623,0.254080947648681,0.369132021675581,0.136553529351744,0.11854892133937,0.744897549308886,0.88145107866063
"Run: 513 Cov: low",513,0.1,0.143964087651981,0.267954552360381,0.36175018215748,0.118574047818136,0.107757130012021,0.773668822169842,0.892242869987979
